YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SUGARCANE_EQUIVALENT_TONNES
2017,BRAZIL,JAGUARAO,RAIZEN ENERGIA S.A,RAIZEN ENERGIA S.A,URUGUAY,URUGUAY,Sugarcane equivalents,717988,16237.366511
2015,BRAZIL,JAGUARAO,SANCHEZ CANO LTDA,SANCHEZ CANO LTDA,URUGUAY,URUGUAY,Sugarcane equivalents,1249,3.6136575
2016,BRAZIL,JAGUARAO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,URUGUAY,URUGUAY,Sugarcane equivalents,92962,2054.079
2017,BRAZIL,JAGUARAO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,URUGUAY,URUGUAY,Sugarcane equivalents,387193,8216.316
2015,BRAZIL,JAGUARAO,USINA SANTA FE S/A.,USINA SANTA FE S/A.,URUGUAY,URUGUAY,Sugarcane equivalents,1220065,33641.2494
2017,BRAZIL,JAGUARAO,USINA SANTA ISABEL,USINA SANTA ISABEL,URUGUAY,URUGUAY,Sugarcane equivalents,1166976,25790.103
2017,BRAZIL,JAGUARAO,USINA SAO FRANCISCO S/A,USINA SAO FRANCISCO S/A,URUGUAY,URUGUAY,Sugarcane equivalents,285048,5682.426542
2015,BRAZIL,JAGUARAO,ZOGBI EXPORT COMERCIAL EXPORTADORA E IMPORTADORA LTDA,ZOGBI EXPORT COMERCIAL EXPORTADORA E IMPORTADORA LTDA,URUGUAY,URUGUAY,Sugarcane equivalents,10150,152.230077
2017,BRAZIL,MACEIO,BIOFLEX AGROINDUSTRIAL S.A.,BIOFLEX AGROINDUSTRIAL S.A.,UNITED STATES,UNITED STATES,Sugarcane equivalents,3949444,61891.05321219
2017,BRAZIL,MACEIO,BIOSEV SA,LOUIS DREYFUS,SPAIN,EUROPEAN UNION,Sugarcane equivalents,232869,5196.0591
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,ALGERIA,ALGERIA,Sugarcane equivalents,2480148,47722.949946
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,ALGERIA,ALGERIA,Sugarcane equivalents,2892338,53253.9
2017,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,ALGERIA,ALGERIA,Sugarcane equivalents,8209133,190192.5
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,BAHRAIN,BAHRAIN,Sugarcane equivalents,1090238,21118.9752
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,BANGLADESH,BANGLADESH,Sugarcane equivalents,4877541,114115.5
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CANADA,CANADA,Sugarcane equivalents,1259568,22823.1
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CANADA,CANADA,Sugarcane equivalents,5160200,76077
2017,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CANADA,CANADA,Sugarcane equivalents,34134041,703835.418663
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,4501680,97652.6806464
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CROATIA,EUROPEAN UNION,Sugarcane equivalents,4667361,136938.6
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,FINLAND,EUROPEAN UNION,Sugarcane equivalents,5783489,152154
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,GEORGIA,GEORGIA,Sugarcane equivalents,2635538,76216.98168
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,GEORGIA,GEORGIA,Sugarcane equivalents,8224070,166504.4653716
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,INDONESIA,INDONESIA,Sugarcane equivalents,9465080,174977.1
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,LEBANON,LEBANON,Sugarcane equivalents,7867884,152154
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,LITHUANIA,EUROPEAN UNION,Sugarcane equivalents,5872404,152154
2017,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,MALAYSIA,MALAYSIA,Sugarcane equivalents,4216911,60861.6
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,NETHERLANDS,EUROPEAN UNION,Sugarcane equivalents,1243414,28909.26
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,NEW ZEALAND,NEW ZEALAND,Sugarcane equivalents,4945962,111833.19
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,3890466,106507.8
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,2640133,60861.6
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,24947159,555594.8043276
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,12989630,289092.6
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,SPAIN,EUROPEAN UNION,Sugarcane equivalents,6662804,161663.625
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,TUNISIA,TUNISIA,Sugarcane equivalents,1347770,30430.8
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,TUNISIA,TUNISIA,Sugarcane equivalents,6409114,154920.8596284
2017,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,TUNISIA,TUNISIA,Sugarcane equivalents,11139376,184486.725
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,UNITED KINGDOM,EUROPEAN UNION,Sugarcane equivalents,962064,22823.1
2015,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,UNITED STATES,UNITED STATES,Sugarcane equivalents,4872504,77299.709544
2016,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,UNITED STATES,UNITED STATES,Sugarcane equivalents,11037793,261087.439068
2017,BRAZIL,MACEIO,CENTRAL ACUCAREIRA SANTO ANTONIO,CENTRAL ACUCAREIRA SANTO ANTONIO,UNITED STATES,UNITED STATES,Sugarcane equivalents,10484479,185822.2491273
2017,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,ALGERIA,ALGERIA,Sugarcane equivalents,391140,9053.163
2017,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,CANADA,CANADA,Sugarcane equivalents,4079373,72653.535
2015,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,GEORGIA,GEORGIA,Sugarcane equivalents,885688,19780.02
2015,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,LITHUANIA,EUROPEAN UNION,Sugarcane equivalents,1364520,30430.8
2016,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,NETHERLANDS,EUROPEAN UNION,Sugarcane equivalents,2395235,52297.9316334
2017,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,102025,2358.387
2016,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,SPAIN,EUROPEAN UNION,Sugarcane equivalents,864501,17548.1794818
2016,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,TUNISIA,TUNISIA,Sugarcane equivalents,6689640,114115.5
2017,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,TUNISIA,TUNISIA,Sugarcane equivalents,5081803,85586.625
2016,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,UNITED STATES,UNITED STATES,Sugarcane equivalents,4187035,89893.6026318
2017,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,UNITED STATES,UNITED STATES,Sugarcane equivalents,4029742,81576.758484
2017,BRAZIL,MACEIO,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,COOPERATIVA AGRICOLA DO VALE DO SATUBA - COPERVALES,VENEZUELA,VENEZUELA,Sugarcane equivalents,6928466,114115.5
2017,BRAZIL,MACEIO,COOPERATIVA DE COLONIZACAO AGROPECUARIA E INDUSTRIAL PINDORA,COOPERATIVA DE COLONIZACAO AGROPECUARIA E INDUSTRIAL PINDORA,UNITED STATES,UNITED STATES,Sugarcane equivalents,1530806,23151.524409
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,ALGERIA,ALGERIA,Sugarcane equivalents,20434963,482708.565
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,ALGERIA,ALGERIA,Sugarcane equivalents,4295134,76077
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,BAHRAIN,BAHRAIN,Sugarcane equivalents,3888590,76077
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,BANGLADESH,BANGLADESH,Sugarcane equivalents,15035520,367092.5831136
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,BULGARIA,EUROPEAN UNION,Sugarcane equivalents,8305660,182584.8
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,CANADA,CANADA,Sugarcane equivalents,8427620,190192.5
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,CANADA,CANADA,Sugarcane equivalents,7728703,190192.5
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,CANADA,CANADA,Sugarcane equivalents,19359418,409704.923646
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,1010340,22823.1
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,GEORGIA,GEORGIA,Sugarcane equivalents,3159666,76077
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,GEORGIA,GEORGIA,Sugarcane equivalents,12390547,312780.6346284
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,INDIA,INDIA,Sugarcane equivalents,9058676,266269.5
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,IRAQ,IRAQ,Sugarcane equivalents,1417153,28600.2732645
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,LEBANON,LEBANON,Sugarcane equivalents,5286279,76733.6053716
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,NETHERLANDS,EUROPEAN UNION,Sugarcane equivalents,4820763,106702.9983666
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,NETHERLANDS,EUROPEAN UNION,Sugarcane equivalents,9899450,167369.4
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,PERU,PERU,Sugarcane equivalents,16213178,287795.9055735
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,PORTUGAL,EUROPEAN UNION,Sugarcane equivalents,239876,4945.005
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,324280,7607.7
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,13604380,247060.0575
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,50433304,1167882.8585328
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,10332556,241924.86
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,SPAIN,EUROPEAN UNION,Sugarcane equivalents,10156230,213725.9005182
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,SPAIN,EUROPEAN UNION,Sugarcane equivalents,6248896,110311.65
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,SWITZERLAND,SWITZERLAND,Sugarcane equivalents,1074005,20868.1569387
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,TUNISIA,TUNISIA,Sugarcane equivalents,18776229,416779.9933536
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,TUNISIA,TUNISIA,Sugarcane equivalents,7539040,125527.05
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,UNITED STATES,UNITED STATES,Sugarcane equivalents,2724005,43006.023792
2016,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,UNITED STATES,UNITED STATES,Sugarcane equivalents,21993716,328066.3925572
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,UNITED STATES,UNITED STATES,Sugarcane equivalents,15540788,273437.7107787
2017,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,VENEZUELA,VENEZUELA,Sugarcane equivalents,3952764,60861.6
2015,BRAZIL,MACEIO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,COPERTRADING COMERCIO EXPORTACAO E IMPORTACAO,YEMEN,YEMEN,Sugarcane equivalents,5856042,152154
2015,BRAZIL,MACEIO,E D & F MAN BRASIL S/A.,E D & F MAN BRASIL S/A.,UKRAINE,UKRAINE,Sugarcane equivalents,2012340,41842.35
2015,BRAZIL,MACEIO,IBERIA INDUSTRIAL E COMERCIAL LTDA,IBERIA INDUSTRIAL E COMERCIAL LTDA,ALGERIA,ALGERIA,Sugarcane equivalents,970253,22823.1
2015,BRAZIL,MACEIO,IBERIA INDUSTRIAL E COMERCIAL LTDA,IBERIA INDUSTRIAL E COMERCIAL LTDA,BANGLADESH,BANGLADESH,Sugarcane equivalents,1895532,45646.2
2015,BRAZIL,MACEIO,IBERIA INDUSTRIAL E COMERCIAL LTDA,IBERIA INDUSTRIAL E COMERCIAL LTDA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,970253,22823.1
2017,BRAZIL,MACEIO,LOUIS DREYFUS COMPANY BRASIL S.A.,LOUIS DREYFUS,SPAIN,EUROPEAN UNION,Sugarcane equivalents,8974317,153097.1189613
2016,BRAZIL,MACEIO,SA LEAO IRMAOS ACUCAR E ALCOOL,SA LEAO IRMAOS ACUCAR E ALCOOL,CROATIA,EUROPEAN UNION,Sugarcane equivalents,2816866,61500.6468
2016,BRAZIL,MACEIO,SA LEAO IRMAOS ACUCAR E ALCOOL,SA LEAO IRMAOS ACUCAR E ALCOOL,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,1128215,24344.64
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,4412766,98694.6921
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,ALGERIA,ALGERIA,Sugarcane equivalents,1900120,30430.8
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,BANGLADESH,BANGLADESH,Sugarcane equivalents,15490785,339979.2272064
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,CANADA,CANADA,Sugarcane equivalents,2562806,64389.2296284
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,CANADA,CANADA,Sugarcane equivalents,3305010,73800.01539
2017,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,CANADA,CANADA,Sugarcane equivalents,61527351,946174.8070206
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,12336441,284013.4560336
2017,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,3744168,69897.2044284
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,CROATIA,EUROPEAN UNION,Sugarcane equivalents,3118840,78359.31
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,GEORGIA,GEORGIA,Sugarcane equivalents,10261875,239642.55
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,INDONESIA,INDONESIA,Sugarcane equivalents,4750300,76077
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,LEBANON,LEBANON,Sugarcane equivalents,548839,13655.8215
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,LITHUANIA,EUROPEAN UNION,Sugarcane equivalents,671968,15960.9546
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,2346655,53634.285
2017,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,MALAYSIA,MALAYSIA,Sugarcane equivalents,9654642,165360.9672
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,NETHERLANDS,EUROPEAN UNION,Sugarcane equivalents,11954557,277609.6060893
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,PORTUGAL,EUROPEAN UNION,Sugarcane equivalents,8344020,190192.5
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,2864748,70371.225
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,ROMANIA,EUROPEAN UNION,Sugarcane equivalents,16022691,363648.06
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,12902140,315098.76168
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,9645454,197077.4685
2017,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,3678480,60861.6
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,TUNISIA,TUNISIA,Sugarcane equivalents,3355883,75816.81666
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,TUNISIA,TUNISIA,Sugarcane equivalents,2212001,62659.3603716
2017,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,TUNISIA,TUNISIA,Sugarcane equivalents,13514152,213729.278337
2015,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,UNITED STATES,UNITED STATES,Sugarcane equivalents,9341194,152503.802046
2016,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,UNITED STATES,UNITED STATES,Sugarcane equivalents,2338527,30206.144619
2017,BRAZIL,MACEIO,S A USINA CORURIPE ACUCAR E ALCOOL,S A USINA CORURIPE ACUCAR E ALCOOL,UNITED STATES,UNITED STATES,Sugarcane equivalents,12513876,161089.24365
2016,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,ALGERIA,ALGERIA,Sugarcane equivalents,1899280,30430.8
2017,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,ALGERIA,ALGERIA,Sugarcane equivalents,9062848,216453.671784
2015,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,BAHRAIN,BAHRAIN,Sugarcane equivalents,7571272,169073.5248
2015,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,BANGLADESH,BANGLADESH,Sugarcane equivalents,3286997,78042.82968
2015,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,CANADA,CANADA,Sugarcane equivalents,5638569,148626.3703716
2017,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,CANADA,CANADA,Sugarcane equivalents,14002580,256146.6335184
2015,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,6127858,136436.2483536
2017,BRAZIL,MACEIO,SUCDEN DO BRASIL LTDA.,SUCDEN DO BRASIL LTDA.,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,5008767,86212.7995716
