YEAR,COUNTRY OF PRODUCTION,PORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2018,COLOMBIA,BOGOTA,PROCOLCACAO CI S A S,PROCOLCACAO CI S A S,EAFF S A,EAFF S A,ARGENTINA,ARGENTINA,Cocoa equivalents,2000,0.2
2018,COLOMBIA,BOGOTA,PROCOLCACAO CI S A S,PROCOLCACAO CI S A S,KAKAW CO,KAKAW CO,SLOVAKIA,EUROPEAN UNION,Cocoa equivalents,4061,0.31077294689
2016,COLOMBIA,BOGOTA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,PROMOTORA CHILENA DE CAFE COLOMBIA SA,EMBAIXADA DA COLOMBIA,EMBAIXADA DA COLOMBIA,BRAZIL,BRAZIL,Cocoa equivalents,0,0.00014500000009
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ANDY CONCEPT CO LTD,ANDY CONCEPT CO LTD,TAIWAN,TAIWAN,Cocoa equivalents,4380.8,0.68392543457059
2018,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ANDY CONCEPT CO LTD,ANDY CONCEPT CO LTD,TAIWAN,TAIWAN,Cocoa equivalents,2177.4,0.346589371872
2013,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ATLANTICA EMP DE CIO EXTERIOR LTD,ATLANTICA EMP DE CIO EXTERIOR LTD,BRAZIL,BRAZIL,Cocoa equivalents,1973.4,0.576888888708
2015,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,BRIDGEPORT DIST,BRIDGEPORT DIST,UNITED STATES,UNITED STATES,Cocoa equivalents,8730,2.0521739124
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,1504.8,0.37623188394
2014,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,17706,4.560386472
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CASA LUKER EUROPE BVBA,CASA LUKER EUROPE BVBA,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,3120.88,0.6270531399
2018,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,CONFITERA CO LTD,CONFITERA CO LTD,JAPAN,JAPAN,Cocoa equivalents,282.12,0.12
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,EMPRESAS CAROZZI S A,EMPRESAS CAROZZI S A,CHILE,CHILE,Cocoa equivalents,106.5,0.02576086956
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ENSINCRO SRL,ENSINCRO SRL,ARGENTINA,ARGENTINA,Cocoa equivalents,1462.1,0.338770531319
2015,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,FINO DE AROMA CO LTD,FINO DE AROMA CO LTD,JAPAN,JAPAN,Cocoa equivalents,721.4,0.065565217432
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,FINO DE AROMA CO LTD,FINO DE AROMA CO LTD,JAPAN,JAPAN,Cocoa equivalents,1828.6,0.3117391304
2017,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,FINO DE AROMA CO LTD,FINO DE AROMA CO LTD,JAPAN,JAPAN,Cocoa equivalents,4770,0.9480193236
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,GOLOSINAS O E N P S A,GOLOSINAS O E N P S A,ARGENTINA,ARGENTINA,Cocoa equivalents,38751.15,9.725101446798
2013,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,H W Z DISTRIBS INC,H W Z DISTRIBS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,2155.84,0.1850956522888
2014,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,H W Z DISTRIBS INC,H W Z DISTRIBS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,972,0.0786782609184
2013,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,595,0.1
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,INTL FOODS AND INGREDIENTS,INTL FOODS AND INGREDIENTS,UNITED STATES,UNITED STATES,Cocoa equivalents,18648,2.8
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,JF AND B CO LTD,JF AND B CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,3595,0.5
2015,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,ODW LOGISTICS INC,ODW LOGISTICS INC,UNITED STATES,UNITED STATES,Cocoa equivalents,8730,2.0521739124
2018,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODS CHOCOLA S A,PRODS CHOCOLA S A,GUATEMALA,GUATEMALA,Cocoa equivalents,272,0.04
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PRODUCTOS ALIMENTICIOS PASCUAL S A,PANAMA,PANAMA,Cocoa equivalents,5590,0.8195652179
2015,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SWEETWATER,SWEETWATER,UNITED STATES,UNITED STATES,Cocoa equivalents,26508,6.43014492552
2016,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,TRONADOR S CIAL,TRONADOR S CIAL,ARGENTINA,ARGENTINA,Cocoa equivalents,4819.5,1.07739130401
2015,COLOMBIA,BOGOTA,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,SUCESORES DE JOSE JESUS RESTREPO Y CIA S A,W J BEITLER CO,W J BEITLER CO,UNITED STATES,UNITED STATES,Cocoa equivalents,8730,2.0521739124
2018,COLOMBIA,BOGOTA,SUPERFRUIT SAS,SUPERFRUIT SAS,SMART NATURAL CIRCLE INC,SMART NATURAL CIRCLE INC,CANADA,CANADA,Cocoa equivalents,34,0.01
2015,COLOMBIA,BOGOTA,WAYCOLOMBIA CAFE S A S,WAYCOLOMBIA CAFE S A S,JAMES HINTON JR,JAMES HINTON JR,CANADA,CANADA,Cocoa equivalents,480.76,0.001130434783
2015,COLOMBIA,BOGOTA,ZARAHEMLA LTD,ZARAHEMLA LTD,TACHIBANA AND CO LTD,TACHIBANA AND CO LTD,JAPAN,JAPAN,Cocoa equivalents,7599,1.90007246322
2016,COLOMBIA,BOGOTA,ZARAHEMLA LTD,ZARAHEMLA LTD,TACHIBANA AND CO LTD,TACHIBANA AND CO LTD,JAPAN,JAPAN,Cocoa equivalents,2500,0.858695652
2016,COLOMBIA,BUCARAMANGA,CIALZDORA OSCAR FERREIRA SOC POR ACCIONES SIMPLI,CIALZDORA OSCAR FERREIRA SOC POR ACCIONES SIMPLI,QL LOGISTICS SOLUTIONS S L,QL LOGISTICS SOLUTIONS S L,SPAIN,EUROPEAN UNION,Cocoa equivalents,69233.36,25
2015,COLOMBIA,BUENAVENTURA,ARTUS GLOBAL S A S,ARTUS GLOBAL S A S,TRANSMAR COMMODITY GROUP LTD,TRANSMAR COMMODITY GROUP LTD,UNITED STATES,UNITED STATES,Cocoa equivalents,73950,24.65
2015,COLOMBIA,BUENAVENTURA,ASOC DE CACAOCULTORES DEL MUNICIPIO DE LOS ANDES SOTOM,ASOC DE CACAOCULTORES DEL MUNICIPIO DE LOS ANDES SOTOM,DANIEL MEJIA,DANIEL MEJIA,AUSTRALIA,AUSTRALIA,Cocoa equivalents,6239,1.0480386472
2016,COLOMBIA,BUENAVENTURA,ASOC DE CACAOCULTORES DEL MUNICIPIO DE LOS ANDES SOTOM,ASOC DE CACAOCULTORES DEL MUNICIPIO DE LOS ANDES SOTOM,DANIEL MEJIA,DANIEL MEJIA,AUSTRALIA,AUSTRALIA,Cocoa equivalents,37983.3,5.780869564072
2015,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,FERRERO TRADING LUX S A,FERRERO TRADING LUX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,80625,25
2016,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,FERRERO TRADING LUX S A,FERRERO TRADING LUX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,152200,50
2017,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,FERRERO TRADING LUX S A,FERRERO TRADING LUX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,76000,25
2014,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,81750,25
2015,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,83625,25
2016,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,NATRA CACAO SL,NATRA CACAO SL,SPAIN,EUROPEAN UNION,Cocoa equivalents,42012,12
2015,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,112288,37.5
2016,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,79250,25
2017,COLOMBIA,BUENAVENTURA,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,ASOC DE ORGANIZACIONES PRODUCTORAS DE CACAO DE TUMACO,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,50125,25.02
2016,COLOMBIA,BUENAVENTURA,AVON COLOMBIA S A S,AVON COLOMBIA S A S,PRODS AVON S A EDUADOR,PRODS AVON S A EDUADOR,ECUADOR,ECUADOR,Cocoa equivalents,11.43,0.001717391304
2017,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,ATLANTIC COCOA CO,ATLANTIC COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,146900,25
2018,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,ATLANTIC COCOA CO,ATLANTIC COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,99400,17.7
2015,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,CAFE CACAO,CAFE CACAO,JAPAN,JAPAN,Cocoa equivalents,20800,2.6
2015,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,85560,12.4
2017,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,40800,6
2016,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,CURITIBA S R L,CURITIBA S R L,ARGENTINA,ARGENTINA,Cocoa equivalents,19440,3.6
2017,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,ECOM AGROTRADE LTD,ECOM AGROTRADE LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,30000,5
2015,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,HOTEL CHOCOLATE LTD,HOTEL CHOCOLATE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,25900,4
2018,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,HOTEL CHOCOLATE LTD,HOTEL CHOCOLATE LTD,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,132000,24
2017,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,MAX FELCHLIN AG,MAX FELCHLIN AG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,44972,12
2016,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,MAYUMI OGATA,MAYUMI OGATA,JAPAN,JAPAN,Cocoa equivalents,22800,3.2
2017,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,MAYUMI OGATA,MAYUMI OGATA,JAPAN,JAPAN,Cocoa equivalents,33500,4
2016,COLOMBIA,BUENAVENTURA,CACAO DE COLOMBIA S A S,CACAO DE COLOMBIA S A S,ORIGINAL BEANS,ORIGINAL BEANS,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,19500,3
2014,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,ATLANTIC COCOA CO,ATLANTIC COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,401600,103.04347824
2014,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,CENTAK ENTERPRISES INC,CENTAK ENTERPRISES INC,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,145600,34.34782608
2015,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,CHOCOLATERA DE JALISCO S A DE C V,CHOCOLATERA DE JALISCO S A DE C V,MEXICO,MEXICO,Cocoa equivalents,150000,45.60386472
2018,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,C STEINWEG HANDELSVEEM B V,C STEINWEG HANDELSVEEM B V,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,59500,25
2015,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,226648,74.8
2015,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,150000,45.60386472
2015,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,SPAIN,EUROPEAN UNION,Cocoa equivalents,148875,50
2016,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,MOLENBERGNATIE LLC,MOLENBERGNATIE LLC,SPAIN,EUROPEAN UNION,Cocoa equivalents,575282.3,200
2016,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,132000,34.34782608
2014,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,THEOBROMA USA INC,THEOBROMA USA INC,UNITED STATES,UNITED STATES,Cocoa equivalents,122976,33.52347825408
2016,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,TRIMBLE NAVIGATION LTD,TRIMBLE NAVIGATION LTD,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,115000,34.34782608
2016,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,WALTER MATTER SA,WALTER MATTER SA,GERMANY,EUROPEAN UNION,Cocoa equivalents,267000,68.69565216
2015,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,WALTER MATTER SA,WALTER MATTER SA,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,149597,49.7
2016,COLOMBIA,BUENAVENTURA,CACAO PACIFICO S A,CACAO PACIFICO S A,WALTER MATTER SA,WALTER MATTER SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,160875,49.5
2016,COLOMBIA,BUENAVENTURA,CIA COL AGROINDL S A S,CIA COL AGROINDL S A S,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,1356276.26,499.56
2013,COLOMBIA,BUENAVENTURA,CIALZDORA INTL COMERCOCOA S A S,CIALZDORA INTL COMERCOCOA S A S,FACTA INTL BV,FACTA INTL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,120000,34.34782608
2013,COLOMBIA,BUENAVENTURA,CIALZDORA INTL COMERCOCOA S A S,CIALZDORA INTL COMERCOCOA S A S,GENERAL COCOA CO,GENERAL COCOA CO,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,65300,34.34782608
2013,COLOMBIA,BUENAVENTURA,CIALZDORA INTL COMERCOCOA S A S,CIALZDORA INTL COMERCOCOA S A S,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,198000,103.04347824
2014,COLOMBIA,BUENAVENTURA,CIALZDORA INTL COMERCOCOA S A S,CIALZDORA INTL COMERCOCOA S A S,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,68000,34.34782608
2013,COLOMBIA,BUENAVENTURA,C I CHOFICOL S A,C I CHOFICOL S A,GENERAL COCOA CO,GENERAL COCOA CO,UNITED STATES,UNITED STATES,Cocoa equivalents,67433.7,34.36499999304
2014,COLOMBIA,BUENAVENTURA,COLOMBINA S A,COLOMBINA S A,CIA DE ALIMENTOS DEL PACIFICO S A,CIA DE ALIMENTOS DEL PACIFICO S A,GUATEMALA,GUATEMALA,Cocoa equivalents,105373.6,21.469806769
2013,COLOMBIA,BUENAVENTURA,COMESTIBLES ITALO S A,COMESTIBLES ITALO S A,BRIDGE INTL CO,BRIDGE INTL CO,MEXICO,MEXICO,Cocoa equivalents,144000,45.60386472
2014,COLOMBIA,BUENAVENTURA,COMESTIBLES ITALO S A,COMESTIBLES ITALO S A,CHOCOLATERA DE JALISCO S A DE C V,CHOCOLATERA DE JALISCO S A DE C V,MEXICO,MEXICO,Cocoa equivalents,152000,45.60386472
2015,COLOMBIA,BUENAVENTURA,COMESTIBLES ITALO S A,COMESTIBLES ITALO S A,CHOCOLATERA DE JALISCO S A DE C V,CHOCOLATERA DE JALISCO S A DE C V,MEXICO,MEXICO,Cocoa equivalents,80000,22.80193236
2018,COLOMBIA,BUENAVENTURA,COMESTIBLES ITALO S A,COMESTIBLES ITALO S A,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,482879.25,137.35695649392
2013,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,ABU GOSH Y CIA LTDA,ABU GOSH Y CIA LTDA,CHILE,CHILE,Cocoa equivalents,493.65,0.0272347826256
2014,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,ABU GOSH Y CIA LTDA,ABU GOSH Y CIA LTDA,CHILE,CHILE,Cocoa equivalents,658.2,0.0363130435008
2016,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,ADELCOCOA S A,ADELCOCOA S A,ECUADOR,ECUADOR,Cocoa equivalents,282141,100.05
2016,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,AGROINDS ARRIBA DEL ECUADOR AGROARRIBA S A,AGROINDS ARRIBA DEL ECUADOR AGROARRIBA S A,ECUADOR,ECUADOR,Cocoa equivalents,1122561,400.2
2013,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,BRETANO CORP,BRETANO CORP,NORTH KOREA,NORTH KOREA,Cocoa equivalents,261000,68.40579708
2013,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,BRIDGE INTL CO,BRIDGE INTL CO,MEXICO,MEXICO,Cocoa equivalents,696600,309.13043472
2013,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,CIA NAL DE CHOCOLATES PERU,CIA NAL DE CHOCOLATES PERU,PERU,PERU,Cocoa equivalents,3897.6,0.2541913045056
2014,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,CIA NAL DE CHOCOLATES PERU,CIA NAL DE CHOCOLATES PERU,PERU,PERU,Cocoa equivalents,71084.64,17.2120417356758
2017,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,IMPDORA Y EXPDORA YAGO LTD,IMPDORA Y EXPDORA YAGO LTD,CHILE,CHILE,Cocoa equivalents,660,0.090782608752
2015,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,3410000,1030.4347824
2016,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,670000,171.7391304
2017,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,1499400,515.2173912
2018,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,MAZAPAN DE LA ROSA S A DE C V,MAZAPAN DE LA ROSA S A DE C V,MEXICO,MEXICO,Cocoa equivalents,590488,171.7391304
2017,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,493500,175
2016,COLOMBIA,BUENAVENTURA,COMPANIA NACIONAL DE CHOCOLATES SAS,COMPANIA NACIONAL DE CHOCOLATES SAS,OUTSPAN ECUADOR SA,OUTSPAN ECUADOR SA,ECUADOR,ECUADOR,Cocoa equivalents,2243500,800
2017,COLOMBIA,BUENAVENTURA,EXPO COSURCA S A C I,EXPO COSURCA S A C I,CTM ALTROMERCATO S C R L,CTM ALTROMERCATO S C R L,ITALY,EUROPEAN UNION,Cocoa equivalents,11620,3.48
2018,COLOMBIA,BUENAVENTURA,GOOD PRICE CORP S A S,GOOD PRICE CORP S A S,HARD DISCOUNT PANAMA SA,HARD DISCOUNT PANAMA SA,PANAMA,PANAMA,Cocoa equivalents,2999.63,0.311434782802
2015,COLOMBIA,BUENAVENTURA,GRAN COLOMBIA TRADING LTDA,GRAN COLOMBIA TRADING LTDA,HD COTTERELL BV,HD COTTERELL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,75500,25
2017,COLOMBIA,BUENAVENTURA,MAERSK COL S A,MAERSK COL S A,DHL GLOBAL FORWARDING AS AGENTS FOR DAMMAR LINES,DHL GLOBAL FORWARDING AS AGENTS FOR DAMMAR LINES,UNITED STATES,UNITED STATES,Cocoa equivalents,88514.4,35.17217390592
2018,COLOMBIA,BUENAVENTURA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,CARGILL INDONESIA,CARGILL,INDONESIA,INDONESIA,Cocoa equivalents,52500,25
2016,COLOMBIA,BUENAVENTURA,MARIANA COCOA EXPORT LTD,MARIANA COCOA EXPORT LTD,VOLLERS BELGIUM N V,VOLLERS BELGIUM N V,BELGIUM,EUROPEAN UNION,Cocoa equivalents,75000,25
2016,COLOMBIA,BUENAVENTURA,PROCOLCACAO CI S A S,PROCOLCACAO CI S A S,JOONGHAI INTL CO LTD,JOONGHAI INTL CO LTD,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,7850,1
