YEAR,COUNTRY OF PRODUCTION,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,12387873.9614767,4379.375
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1560404.32088285,776.653
2018,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,7543778.01045296,3833.115
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1857348.98287671,800.8
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,SPAIN,EUROPEAN UNION,Cocoa equivalents,2136978.74959872,675.675
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,SPAIN,EUROPEAN UNION,Cocoa equivalents,1948916.43972835,700.7
2018,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,SPAIN,EUROPEAN UNION,Cocoa equivalents,303706.947735191,150.15
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,SPAIN,EUROPEAN UNION,Cocoa equivalents,344890.732876712,150.15
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,721958.06741573,250.25
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,9148860.58234295,3353.35
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNITED STATES,UNITED STATES,Cocoa equivalents,6022922.2423756,2227.225
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNITED STATES,UNITED STATES,Cocoa equivalents,2062946.62308998,800.8
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNITED STATES,UNITED STATES,Cocoa equivalents,772056.897260274,350.35
2016,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00160513643659711,3.83
2017,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.0118845500848896,23.739
2018,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00348432055749128,7.342
2019,COTE D'IVOIRE,NOVEL-CI,NOVEL-CI,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,1.12328767123288,0.327
2016,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,BELGIUM,EUROPEAN UNION,Cocoa equivalents,8242364.13804173,2827.825
2017,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,BELGIUM,EUROPEAN UNION,Cocoa equivalents,9034139.96774194,3803.8
2018,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5348450.08885018,2577.575
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6505356.94863014,2927.925
2018,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,CANADA,CANADA,Cocoa equivalents,188365.93728223,100.1
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,ESTONIA,EUROPEAN UNION,Cocoa equivalents,55031.8715753425,25.025
2018,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,FRANCE,EUROPEAN UNION,Cocoa equivalents,1113827.55749129,600.6
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,FRANCE,EUROPEAN UNION,Cocoa equivalents,668662.797945205,300.3
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,GERMANY,EUROPEAN UNION,Cocoa equivalents,718049.395547944,325.325
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,ITALY,EUROPEAN UNION,Cocoa equivalents,1066770.28938356,475.475
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,MALAYSIA,MALAYSIA,Cocoa equivalents,6021334.81506849,2752.75
2018,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6774175.45121951,3528.525
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4858409.54623288,2152.15
2016,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,SPAIN,EUROPEAN UNION,Cocoa equivalents,574112.263242375,225.225
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,SPAIN,EUROPEAN UNION,Cocoa equivalents,172389.767123288,75.075
2017,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,UNITED STATES,UNITED STATES,Cocoa equivalents,2822854.52631579,1001
2018,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,UNITED STATES,UNITED STATES,Cocoa equivalents,236001.672473868,125.125
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,UNITED STATES,UNITED STATES,Cocoa equivalents,2148145.73116438,975.975
2016,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00160513643659711,3.052
2017,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,8.314
2019,COTE D'IVOIRE,OCEAN ALIMENTOS LTDA - EPP,OCEAN ALIMENTOS LTDA - EPP,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,3.36986301369864,14.269
2017,COTE D'IVOIRE,OLAM,OLAM,AUSTRALIA,AUSTRALIA,Cocoa equivalents,57187.4227504244,24.6260869488
2018,COTE D'IVOIRE,OLAM,OLAM,AUSTRALIA,AUSTRALIA,Cocoa equivalents,742862.162020906,320.1391303344
2019,COTE D'IVOIRE,OLAM,OLAM,AUSTRALIA,AUSTRALIA,Cocoa equivalents,444850.044520548,171.0144927
2016,COTE D'IVOIRE,OLAM,OLAM,CANADA,CANADA,Cocoa equivalents,2084742.95345104,1100
2017,COTE D'IVOIRE,OLAM,OLAM,CANADA,CANADA,Cocoa equivalents,1670518.67572156,1000
2018,COTE D'IVOIRE,OLAM,OLAM,CANADA,CANADA,Cocoa equivalents,517268.949477352,221.6347825392
2019,COTE D'IVOIRE,OLAM,OLAM,CHILE,CHILE,Cocoa equivalents,149621.095890411,54.724637664
2019,COTE D'IVOIRE,OLAM,OLAM,EGYPT,EGYPT,Cocoa equivalents,9166.54965753425,3.420289854
2017,COTE D'IVOIRE,OLAM,OLAM,ESTONIA,EUROPEAN UNION,Cocoa equivalents,542506.507640068,137.39130432
2018,COTE D'IVOIRE,OLAM,OLAM,ESTONIA,EUROPEAN UNION,Cocoa equivalents,58268.181184669,23.942028978
2019,COTE D'IVOIRE,OLAM,OLAM,ESTONIA,EUROPEAN UNION,Cocoa equivalents,5173766.48458904,1963.246376196
2019,COTE D'IVOIRE,OLAM,OLAM,GREECE,EUROPEAN UNION,Cocoa equivalents,73133.5890410959,27.9471014424
2017,COTE D'IVOIRE,OLAM,OLAM,INDONESIA,INDONESIA,Cocoa equivalents,342772.614601019,300
2018,COTE D'IVOIRE,OLAM,OLAM,INDONESIA,INDONESIA,Cocoa equivalents,1453086.46167247,1260
2019,COTE D'IVOIRE,OLAM,OLAM,INDONESIA,INDONESIA,Cocoa equivalents,1511041.88013699,1380
2016,COTE D'IVOIRE,OLAM,OLAM,IRAN,IRAN,Cocoa equivalents,163165.412520064,49.024154574
2019,COTE D'IVOIRE,OLAM,OLAM,ISRAEL,ISRAEL,Cocoa equivalents,447706.37671233,167.594202846
2019,COTE D'IVOIRE,OLAM,OLAM,JAPAN,JAPAN,Cocoa equivalents,545894.378424658,203.507246313
2019,COTE D'IVOIRE,OLAM,OLAM,MALAYSIA,MALAYSIA,Cocoa equivalents,129482.991438356,47.884057956
2016,COTE D'IVOIRE,OLAM,OLAM,MEXICO,MEXICO,Cocoa equivalents,9003835.9117175,2845.681158528
2017,COTE D'IVOIRE,OLAM,OLAM,MEXICO,MEXICO,Cocoa equivalents,13906081.2631579,5284.34782443
2018,COTE D'IVOIRE,OLAM,OLAM,MEXICO,MEXICO,Cocoa equivalents,13754307.4965157,6060.0695633172
2019,COTE D'IVOIRE,OLAM,OLAM,MEXICO,MEXICO,Cocoa equivalents,15401600.7808219,5904.1043459748
2017,COTE D'IVOIRE,OLAM,OLAM,MOROCCO,MOROCCO,Cocoa equivalents,279400.623089983,91.20772944
2016,COTE D'IVOIRE,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,10634618.3675762,3129.884057268
2017,COTE D'IVOIRE,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2213256.82682513,834.7787436996
2018,COTE D'IVOIRE,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,9632710.25958188,4454.4840566246
2019,COTE D'IVOIRE,OLAM,OLAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,22895637.6883561,8875.2067605664
2019,COTE D'IVOIRE,OLAM,OLAM,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,524876.797945205,191.840579658
2019,COTE D'IVOIRE,OLAM,OLAM,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,65458.6678082192,23.942028978
2018,COTE D'IVOIRE,OLAM,OLAM,SINGAPORE,SINGAPORE,Cocoa equivalents,233484.121951219,240
2019,COTE D'IVOIRE,OLAM,OLAM,SINGAPORE,SINGAPORE,Cocoa equivalents,374051.616438356,136.81159416
2019,COTE D'IVOIRE,OLAM,OLAM,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,581954.042808219,215.478260802
2016,COTE D'IVOIRE,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,27337847.9261637,13333
2017,COTE D'IVOIRE,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,19829516.6332767,13380
2018,COTE D'IVOIRE,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,10390725.7038328,9620
2019,COTE D'IVOIRE,OLAM,OLAM,SPAIN,EUROPEAN UNION,Cocoa equivalents,11994592.7071918,10160.8
2016,COTE D'IVOIRE,OLAM,OLAM,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,2296606.6035313,720.541062576
2017,COTE D'IVOIRE,OLAM,OLAM,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,1536281.36502547,621.35265681
2018,COTE D'IVOIRE,OLAM,OLAM,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,1146440.27526132,516.463767954
2019,COTE D'IVOIRE,OLAM,OLAM,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,2564462.76712329,969.0821253
2016,COTE D'IVOIRE,OLAM,OLAM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,76777113.9550561,20567.478256704
2017,COTE D'IVOIRE,OLAM,OLAM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,80356505.4736842,24757.913038464
2018,COTE D'IVOIRE,OLAM,OLAM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,44558677.8937283,18176.869561536
2019,COTE D'IVOIRE,OLAM,OLAM,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,62525193.3544521,22815.8565170364
2016,COTE D'IVOIRE,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,3565688.96950241,1719.42028978
2017,COTE D'IVOIRE,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,36885902.2546689,13930.3497548512
2018,COTE D'IVOIRE,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,18318880.2874564,8633.739128292
2019,COTE D'IVOIRE,OLAM,OLAM,UNITED STATES,UNITED STATES,Cocoa equivalents,22312960.2979451,12663.5439596508
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6608463.26163724,2467.748
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2793744.4520548,1251.25
2017,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,CANADA,CANADA,Cocoa equivalents,285658.972835314,150.15
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,CANADA,CANADA,Cocoa equivalents,2650937.89383562,1151.15
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,0.00642054574638844,6.615
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1190715.08885017,550.55
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,264549.477739726,125.125
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,FRANCE,EUROPEAN UNION,Cocoa equivalents,1195379.90048154,455.46
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,GERMANY,EUROPEAN UNION,Cocoa equivalents,3589481.64365971,1308.205
2017,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,GERMANY,EUROPEAN UNION,Cocoa equivalents,1786503.85908319,630.708
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,GERMANY,EUROPEAN UNION,Cocoa equivalents,876925.3728223,450.45
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,GERMANY,EUROPEAN UNION,Cocoa equivalents,9063351.13184932,4054.05
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,INDONESIA,INDONESIA,Cocoa equivalents,1193741.17421603,600.6
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,INDONESIA,INDONESIA,Cocoa equivalents,1996997.06335616,900.9
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,ITALY,EUROPEAN UNION,Cocoa equivalents,247325.916532906,101.61
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,ITALY,EUROPEAN UNION,Cocoa equivalents,599955.794520548,250.25
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,MALAYSIA,MALAYSIA,Cocoa equivalents,801676.940609951,276.543
2017,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,MALAYSIA,MALAYSIA,Cocoa equivalents,696312,350.35
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,MALAYSIA,MALAYSIA,Cocoa equivalents,1661747.96167247,775.775
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,MALAYSIA,MALAYSIA,Cocoa equivalents,5539900.56849315,2377.375
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4666256.11717496,1636.553
2017,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6514219.7147708,2828.883
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,12218645.6445993,6340.373
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,9074720.30993151,4138.768
2017,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,SPAIN,EUROPEAN UNION,Cocoa equivalents,477183.466893039,225.792
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,SPAIN,EUROPEAN UNION,Cocoa equivalents,3544627.75261324,1776.775
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,SPAIN,EUROPEAN UNION,Cocoa equivalents,2661333.23972603,1226.225
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,TURKEY,TURKEY,Cocoa equivalents,648899.845890411,325.325
2016,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,UNITED STATES,UNITED STATES,Cocoa equivalents,877642.032102728,301.27
2017,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,UNITED STATES,UNITED STATES,Cocoa equivalents,184733.275042445,100.1
2018,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,UNITED STATES,UNITED STATES,Cocoa equivalents,1243670.47560976,600.6
2019,COTE D'IVOIRE,OMNI VALUE,OMNI VALUE,UNITED STATES,UNITED STATES,Cocoa equivalents,4271258.38869863,1951.95
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6358156.45264848,2527.525
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,BELGIUM,EUROPEAN UNION,Cocoa equivalents,199388.653650254,100.1
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,BELGIUM,EUROPEAN UNION,Cocoa equivalents,1976021.32578397,975.975
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,BELGIUM,EUROPEAN UNION,Cocoa equivalents,14088559.0873288,6531.525
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,BRAZIL,BRAZIL,Cocoa equivalents,26943644.9366438,12612.6
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,CANADA,CANADA,Cocoa equivalents,765609.847198642,250.25
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Cocoa equivalents,337704.410958904,150.15
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2149434.21027287,800.8
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,ESTONIA,EUROPEAN UNION,Cocoa equivalents,675408.820205479,300.3
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,GERMANY,EUROPEAN UNION,Cocoa equivalents,5636827.82512734,2552.55
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,GERMANY,EUROPEAN UNION,Cocoa equivalents,4080821.63414634,2002
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,GERMANY,EUROPEAN UNION,Cocoa equivalents,1125469.45547945,500.5
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,INDONESIA,INDONESIA,Cocoa equivalents,12069604.3412564,6356.35
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,INDONESIA,INDONESIA,Cocoa equivalents,18630136.4442509,9534.525
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,INDONESIA,INDONESIA,Cocoa equivalents,2552854.3510274,1176.175
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,IRAN,IRAN,Cocoa equivalents,5836833.46179966,3003
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,IRAN,IRAN,Cocoa equivalents,8739840.79094076,4479.475
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,MALAYSIA,MALAYSIA,Cocoa equivalents,474184.261637238,150.15
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,MALAYSIA,MALAYSIA,Cocoa equivalents,1315262.8336163,700.7
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,MALAYSIA,MALAYSIA,Cocoa equivalents,8619510.39547038,4729.725
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,MALAYSIA,MALAYSIA,Cocoa equivalents,24030222.0428082,11161.15
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,MEXICO,MEXICO,Cocoa equivalents,295895.569823435,100.1
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,MEXICO,MEXICO,Cocoa equivalents,2060933.77739726,950.95
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4468941.33226324,1651.65
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,89140200.7096774,43693.65
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,43982208.271777,22022
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,188838619.672945,86436.3500000001
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,SPAIN,EUROPEAN UNION,Cocoa equivalents,5676181.23274478,2002
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,SPAIN,EUROPEAN UNION,Cocoa equivalents,7441085.99660441,3478.475
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,SPAIN,EUROPEAN UNION,Cocoa equivalents,668322.464041095,300.3
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,4751770.47945205,2152.15
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,2692986.71428571,1076.075
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,15231730.2614601,6831.825
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,4525207.35714286,2152.15
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,73109730.6131622,27302.275
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,86183986.2631579,33533.5
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,56015155.4634147,28353.325
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,61038334.2842466,27677.65
2016,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00160513643659711,16.021
2017,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00169779286926995,3.33
2018,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00522648083623692,198.86
2019,COTE D'IVOIRE,OUTSPAN IVOIRE S.A.,OUTSPAN IVOIRE S.A.,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00171232876712329,60.697
2018,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,704600.658536586,350.35
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,CANADA,CANADA,Cocoa equivalents,116130.22260274,50.05
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2308.20547945205,50.05
2018,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,MALAYSIA,MALAYSIA,Cocoa equivalents,411813.003484321,200.2
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,MALAYSIA,MALAYSIA,Cocoa equivalents,299439.878424658,125.125
2018,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,92657.9268292683,50.05
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,878418.52739726,375.375
2018,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,SPAIN,EUROPEAN UNION,Cocoa equivalents,235934.243902439,125.125
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,SPAIN,EUROPEAN UNION,Cocoa equivalents,322202.933219178,150.15
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,UNITED STATES,UNITED STATES,Cocoa equivalents,406449.602739726,175.175
2018,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00174216027874564,0.776
2019,COTE D'IVOIRE,PERFORM WORLD SARL,PERFORM WORLD SARL,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Cocoa equivalents,0.00171232876712329,0.812
2018,COTE D'IVOIRE,PLOT ENTERPRISE,PLOT ENTERPRISE,GERMANY,EUROPEAN UNION,Cocoa equivalents,53916.4651567944,22.80193236
2019,COTE D'IVOIRE,PLOT ENTERPRISE,PLOT ENTERPRISE,GERMANY,EUROPEAN UNION,Cocoa equivalents,152872.799657534,66.00019321602
