YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COCOA_EQUIVALENT_TONNES
2018,PERU,PUERTO DEL CALLAO,ECOMMODITIES SOCIEDAD ANONIMA CERRADA _,UNITED STATES,UNITED STATES,Cocoa equivalents,4231.83,0.43075956531726
2015,PERU,PUERTO DEL CALLAO,ECO OLA S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,2090,0.24035
2018,PERU,PUERTO DEL CALLAO,ECO OLA S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,19500,1.5
2014,PERU,PUERTO DEL CALLAO,ECOTRIBAL PERU S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,5000,0.77
2015,PERU,PUERTO DEL CALLAO,ECOTRIBAL PERU S A C,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,9025.96,1.2407
2016,PERU,PUERTO DEL CALLAO,EMPRESA AGRARIA CAFETALERA CHANCHAMAYO H,CANADA,CANADA,Cocoa equivalents,45,0.0054724637664
2014,PERU,PUERTO DEL CALLAO,EMPRESA AGRARIA CAFETALERA CHANCHAMAYO H,FRANCE,EUROPEAN UNION,Cocoa equivalents,426.66,0.128
2016,PERU,PUERTO DEL CALLAO,EMPRESA AGRARIA CAFETALERA CHANCHAMAYO H,FRANCE,EUROPEAN UNION,Cocoa equivalents,1380,0.384
2013,PERU,PUERTO DEL CALLAO,EMPRESA AGRARIA CAFETALERA CHANCHAMAYO H,SWEDEN,EUROPEAN UNION,Cocoa equivalents,1767.74,0.54452543512059
2017,PERU,PUERTO DEL CALLAO,ENCISO RAMIREZ ANITA PAOLA,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,42344.52,8.9294
2015,PERU,PUERTO DEL CALLAO,ESKE S.R.L.,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,1150.53,0.1260869566
2014,PERU,PUERTO DEL CALLAO,ESKE S.R.L.,SOUTH AFRICA,SOUTH AFRICA,Cocoa equivalents,494.68,0.07445652175
2016,PERU,PUERTO DEL CALLAO,ESPECIES PERUANAS S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,150093.95,50.048
2018,PERU,PUERTO DEL CALLAO,ESPECIES PERUANAS S A C,ESTONIA,EUROPEAN UNION,Cocoa equivalents,247437.3,99.978
2018,PERU,PUERTO DEL CALLAO,ESPECIES PERUANAS S A C,INDONESIA,INDONESIA,Cocoa equivalents,158612.7,75.024
2016,PERU,PUERTO DEL CALLAO,ESPECIES PERUANAS S A C,MALAYSIA,MALAYSIA,Cocoa equivalents,67025,25
2017,PERU,PUERTO DEL CALLAO,ESPECIES PERUANAS S A C,MALAYSIA,MALAYSIA,Cocoa equivalents,253028.35,124.818
2018,PERU,PUERTO DEL CALLAO,ESPECIES PERUANAS S A C,MEXICO,MEXICO,Cocoa equivalents,199060.9,74.998
2017,PERU,PUERTO DEL CALLAO,ESPIGA INCA S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,91.34,0.00863065217927
2015,PERU,PUERTO DEL CALLAO,EUROSOL LATINA S A C,ITALY,EUROPEAN UNION,Cocoa equivalents,72.5,0.0905
2013,PERU,PUERTO DEL CALLAO,EXPORTACIONES IMPORTACIONES GRUPO THAYR,CHILE,CHILE,Cocoa equivalents,2033.9,0.30227456540501
2014,PERU,PUERTO DEL CALLAO,EXPORTACIONES IMPORTACIONES GRUPO THAYR,CHILE,CHILE,Cocoa equivalents,2590,0.26801043494896
2018,PERU,PUERTO DEL CALLAO,EXPORTACIONES LIBERTENOS HJ S A C,CHILE,CHILE,Cocoa equivalents,2017,0.55884891339035
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA CAMINOS ALTOS DEL PERU S A C,CHILE,CHILE,Cocoa equivalents,3521.2,1.0045347832322
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA CAMINOS ALTOS DEL PERU S A C,CHILE,CHILE,Cocoa equivalents,12348.7,2.84742804524563
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA CAMINOS ALTOS DEL PERU S A C,CHILE,CHILE,Cocoa equivalents,16067.09,0.92673913101
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA CAMINOS ALTOS DEL PERU S A C,CHILE,CHILE,Cocoa equivalents,20908,2.84900413220313
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA CAMINOS ALTOS DEL PERU S A C,CHILE,CHILE,Cocoa equivalents,12597.55,3.77278652408086
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA CAMINOS ALTOS DEL PERU S A C,CHILE,CHILE,Cocoa equivalents,4146.86,1.21160847873929
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA DE PRODUCTOS AGRICOLAS SACHA,MALAYSIA,MALAYSIA,Cocoa equivalents,105871,49.565
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA DE PRODUCTOS AGRICOLAS SACHA,UNITED STATES,UNITED STATES,Cocoa equivalents,89757.4,49.535
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,ARGENTINA,ARGENTINA,Cocoa equivalents,111767,31.63844204846
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,ARGENTINA,ARGENTINA,Cocoa equivalents,228754.5,78.788587005425
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,141626,27.19804349
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,535621.5,108.28695654996
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,345603,69.99260871231
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,AUSTRALIA,AUSTRALIA,Cocoa equivalents,510684,102.38771742232
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,779254.02,299.226
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,3342716,1097.56
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5061421.5,1593.88
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,6393330.57,2294.48
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5689642.73,3015.85
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BELGIUM,EUROPEAN UNION,Cocoa equivalents,903380,428.4
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,BRAZIL,BRAZIL,Cocoa equivalents,6200,1.891304349
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CANADA,CANADA,Cocoa equivalents,2329998.75,998.24
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CANADA,CANADA,Cocoa equivalents,2494003.24,798.72
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CANADA,CANADA,Cocoa equivalents,3360,0.7
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CHILE,CHILE,Cocoa equivalents,100200,19.543478273
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CHILE,CHILE,Cocoa equivalents,127347,47.22586959453
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CHILE,CHILE,Cocoa equivalents,623250,198.586956645
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CHILE,CHILE,Cocoa equivalents,776341.42,207.804021818555
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CHILE,CHILE,Cocoa equivalents,274452,85.092934835425
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,CHILE,CHILE,Cocoa equivalents,730873,276.24843008055
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,COLOMBIA,COLOMBIA,Cocoa equivalents,159650,66.195652215
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,COLOMBIA,COLOMBIA,Cocoa equivalents,43750,25.21739132
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,COLOMBIA,COLOMBIA,Cocoa equivalents,123100,40.978260895
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,COLOMBIA,COLOMBIA,Cocoa equivalents,160397.5,42.998478282
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,COLOMBIA,COLOMBIA,Cocoa equivalents,142394.29,50.419021770425
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,COLOMBIA,COLOMBIA,Cocoa equivalents,477615,189.1304349
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,ESTONIA,EUROPEAN UNION,Cocoa equivalents,1258682.98,399.734
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,FRANCE,EUROPEAN UNION,Cocoa equivalents,98800,68.69565216
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,FRANCE,EUROPEAN UNION,Cocoa equivalents,3213147,824.34782592
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,GERMANY,EUROPEAN UNION,Cocoa equivalents,87000,68.40579708
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,GERMANY,EUROPEAN UNION,Cocoa equivalents,619845,171.6961956174
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,GERMANY,EUROPEAN UNION,Cocoa equivalents,2090844.81,549.56521728
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,GERMANY,EUROPEAN UNION,Cocoa equivalents,1882470,652.60869552
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,GERMANY,EUROPEAN UNION,Cocoa equivalents,1901293,583.91304336
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,INDIA,INDIA,Cocoa equivalents,328972.81,99.84
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,INDIA,INDIA,Cocoa equivalents,147613.44,49.92
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,INDIA,INDIA,Cocoa equivalents,1474916,600.576
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,INDONESIA,INDONESIA,Cocoa equivalents,613588.5,200.192
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,INDONESIA,INDONESIA,Cocoa equivalents,771640.05,400.384
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,INDONESIA,INDONESIA,Cocoa equivalents,3682376,1676.064
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,ITALY,EUROPEAN UNION,Cocoa equivalents,116014.08,49.92
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,LUXEMBOURG,EUROPEAN UNION,Cocoa equivalents,154476.84,50.048
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,MALAYSIA,MALAYSIA,Cocoa equivalents,1333779.19,500.48
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,MALAYSIA,MALAYSIA,Cocoa equivalents,1055726.83,349.488
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,MALAYSIA,MALAYSIA,Cocoa equivalents,816691.19,299.52
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,MALAYSIA,MALAYSIA,Cocoa equivalents,2169950,900
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4086042.27,1781.51956512
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3008454.65,997.685
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,16678013.48,5190.8951304
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,8563397.24,2754.31095648
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,3017001.59,903.835130272
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4213332,1609.64443472
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,NORTH KOREA,NORTH KOREA,Cocoa equivalents,40566,6.886304349
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,PANAMA,PANAMA,Cocoa equivalents,338400,137.39130432
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,PANAMA,PANAMA,Cocoa equivalents,280840,68.69565216
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SINGAPORE,SINGAPORE,Cocoa equivalents,600075.5,250.24
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SINGAPORE,SINGAPORE,Cocoa equivalents,703985.18,225.216
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,149427.5,30.36
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,23895,5.31
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,303566.72,161.83559416
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,926414.41,533.33271484
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,785976.38,249.49
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,305175.89,252.3696618
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SPAIN,EUROPEAN UNION,Cocoa equivalents,106602.24,50.048
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SRI LANKA,SRI LANKA,Cocoa equivalents,28100.04,9.456521745
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,SWITZERLAND,SWITZERLAND,Cocoa equivalents,3158215.97,998.365
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1123029,376.37608689868
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,920602,245.2951449261
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1745352.75,473.502717316555
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,1795467.5,463.67565211
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,419043.5,89.482898567
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED KINGDOM,EUROPEAN UNION,Cocoa equivalents,489768,161.183913017
2013,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED STATES,UNITED STATES,Cocoa equivalents,6261550.38,2378.36591272
2014,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED STATES,UNITED STATES,Cocoa equivalents,4709198.36,1395.1986086
2015,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED STATES,UNITED STATES,Cocoa equivalents,336312.24,97.884347825
2016,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED STATES,UNITED STATES,Cocoa equivalents,5285803.65,1379.9904562574
2017,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED STATES,UNITED STATES,Cocoa equivalents,5114175.54,1681.14163016263
2018,PERU,PUERTO DEL CALLAO,EXPORTADORA ROMEX S A,UNITED STATES,UNITED STATES,Cocoa equivalents,5593831,1635.5467388094
2017,PERU,PUERTO DEL CALLAO,EXPORT IMPORT BETZALEL E I R L,ISRAEL,ISRAEL,Cocoa equivalents,39060,12.97
2018,PERU,PUERTO DEL CALLAO,EXPORT IMPORT BETZALEL E I R L,ISRAEL,ISRAEL,Cocoa equivalents,70250,12.74
2013,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GEMA PERU S A C,CHILE,CHILE,Cocoa equivalents,10535.7,2.01618717516447
2014,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GEMA PERU S A C,CHILE,CHILE,Cocoa equivalents,6109.9,1.18616934856233
2016,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GEMA PERU S A C,CHILE,CHILE,Cocoa equivalents,12646.5,3.69291674142259
2017,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GEMA PERU S A C,CHILE,CHILE,Cocoa equivalents,1149,0.46573369594125
2015,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GRUPO MEGA DE JESUS S A C,CHILE,CHILE,Cocoa equivalents,4424,0.80266326136777
2017,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GRUPO MEGA DE JESUS S A C,CHILE,CHILE,Cocoa equivalents,13977,4.46212282885655
2018,PERU,PUERTO DEL CALLAO,EXPORT IMPORT GRUPO MEGA DE JESUS S A C,CHILE,CHILE,Cocoa equivalents,7584,2.26913021879973
2016,PERU,PUERTO DEL CALLAO,EXPORT IMPORT MEGA PERU S A C,CHILE,CHILE,Cocoa equivalents,13598.9,4.11117239385611
2017,PERU,PUERTO DEL CALLAO,EXPORT IMPORT MEGA PERU S A C,CHILE,CHILE,Cocoa equivalents,1485,0.54984000034128
2018,PERU,PUERTO DEL CALLAO,EXPORT IMPORT MEGA PERU S A C,CHILE,CHILE,Cocoa equivalents,5138.2,2.82697674088511
2015,PERU,PUERTO DEL CALLAO,EXPORT Y IMPORT E INVERSIONES WILLAM ESA,CHILE,CHILE,Cocoa equivalents,3504.14,0.15679543487993
2016,PERU,PUERTO DEL CALLAO,EXPORT Y IMPORT E INVERSIONES WILLAM ESA,CHILE,CHILE,Cocoa equivalents,11934.65,1.7838152184985
2017,PERU,PUERTO DEL CALLAO,EXPORT Y IMPORT E INVERSIONES WILLAM ESA,CHILE,CHILE,Cocoa equivalents,9313.1,2.41848652324026
2018,PERU,PUERTO DEL CALLAO,EXPORT Y IMPORT E INVERSIONES WILLAM ESA,CHILE,CHILE,Cocoa equivalents,12225.45,4.66105022028437
2017,PERU,PUERTO DEL CALLAO,FECOLOGICAL S A C,INDIA,INDIA,Cocoa equivalents,212.5,0.015760869575
2018,PERU,PUERTO DEL CALLAO,FECOLOGICAL S A C,JAPAN,JAPAN,Cocoa equivalents,120,0.007565217396
2016,PERU,PUERTO DEL CALLAO,FINCA SANTA ESTELA SOCIEDAD ANONIMA CERR,UNITED STATES,UNITED STATES,Cocoa equivalents,4492.5,1.5
2017,PERU,PUERTO DEL CALLAO,FINCA SANTA ESTELA SOCIEDAD ANONIMA CERR,UNITED STATES,UNITED STATES,Cocoa equivalents,1080.24,0.5
2018,PERU,PUERTO DEL CALLAO,FINCA SANTA ESTELA SOCIEDAD ANONIMA CERR,UNITED STATES,UNITED STATES,Cocoa equivalents,571.65,0.25
2017,PERU,PUERTO DEL CALLAO,FITOMUNDO COMERCIAL DE RESPONSABILIDAD L,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,198.4,0.02472
2017,PERU,PUERTO DEL CALLAO,FLORES HUERTAS JOSE LUIS,CHILE,CHILE,Cocoa equivalents,889,0.7
2018,PERU,PUERTO DEL CALLAO,FLO TRADING S A C,MEXICO,MEXICO,Cocoa equivalents,3548.25,0.855
2018,PERU,PUERTO DEL CALLAO,FLO TRADING S A C,SINGAPORE,SINGAPORE,Cocoa equivalents,78,0.009456521745
2014,PERU,PUERTO DEL CALLAO,FOODS DEL SUR EXPORTS S A C,CANADA,CANADA,Cocoa equivalents,292.6,0.03408173913032
2017,PERU,PUERTO DEL CALLAO,FRUCTUS TERRUM S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Cocoa equivalents,4880.62,0.7152173915
2017,PERU,PUERTO DEL CALLAO,FRUCTUS TERRUM S.A.,SPAIN,EUROPEAN UNION,Cocoa equivalents,7290.16,0.886434783
2017,PERU,PUERTO DEL CALLAO,FRUCTUS TERRUM S.A.,UNITED STATES,UNITED STATES,Cocoa equivalents,2762.46,0.31492739149982
2018,PERU,PUERTO DEL CALLAO,FUSION FOODS S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,134.71,0.041
2018,PERU,PUERTO DEL CALLAO,GAMBIT LOGISTICS SOCIEDAD ANONIMA CERRAD,UNITED STATES,UNITED STATES,Cocoa equivalents,0.59,0.00553
2017,PERU,PUERTO DEL CALLAO,GARAY CHIA JOSE LUIS,UNITED STATES,UNITED STATES,Cocoa equivalents,8044,7.32
2015,PERU,PUERTO DEL CALLAO,GASTRONOMIC FRUITS SOCIEDAD ANONIMA CERR,CANADA,CANADA,Cocoa equivalents,10,0.01
2016,PERU,PUERTO DEL CALLAO,G FOODS NATIVE S A C,MEXICO,MEXICO,Cocoa equivalents,260,0.04
2016,PERU,PUERTO DEL CALLAO,G FOODS NATIVE S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,577.5,0.11
2018,PERU,PUERTO DEL CALLAO,GLINT S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,6200,0.630434783
2016,PERU,PUERTO DEL CALLAO,GLINT S A C,TAIWAN,TAIWAN,Cocoa equivalents,2075,0.15760869575
2017,PERU,PUERTO DEL CALLAO,GLINT S A C,TAIWAN,TAIWAN,Cocoa equivalents,5480.8,0.78173913092
2018,PERU,PUERTO DEL CALLAO,GLINT S A C,TAIWAN,TAIWAN,Cocoa equivalents,264,0.12
2016,PERU,PUERTO DEL CALLAO,GLINT S A C,THAILAND,THAILAND,Cocoa equivalents,962.01,0.13260869566
2017,PERU,PUERTO DEL CALLAO,GLINT S A C,THAILAND,THAILAND,Cocoa equivalents,21901,3.74838260883
2018,PERU,PUERTO DEL CALLAO,GLINT S A C,THAILAND,THAILAND,Cocoa equivalents,23177.25,3.1094852179
2016,PERU,PUERTO DEL CALLAO,GLINT S A C,UNITED STATES,UNITED STATES,Cocoa equivalents,3516,0.34043478282
2013,PERU,PUERTO DEL CALLAO,GLORIA S A,ECUADOR,ECUADOR,Cocoa equivalents,9700,1.260869566
2014,PERU,PUERTO DEL CALLAO,GLORIA S A,ECUADOR,ECUADOR,Cocoa equivalents,19200,3.0260869584
2015,PERU,PUERTO DEL CALLAO,GLORIA S A,ECUADOR,ECUADOR,Cocoa equivalents,8804,1.5760869575
2015,PERU,PUERTO DEL CALLAO,GONZALES NORIEGA HEYMER EVELLO,AUSTRALIA,AUSTRALIA,Cocoa equivalents,46,0.046
2015,PERU,PUERTO DEL CALLAO,GRAHPA S R L,FRANCE,EUROPEAN UNION,Cocoa equivalents,24.77,0.00334
2016,PERU,PUERTO DEL CALLAO,GRAHPA S R L,FRANCE,EUROPEAN UNION,Cocoa equivalents,196.03,0.01695282609067
2017,PERU,PUERTO DEL CALLAO,GRAHPA S R L,FRANCE,EUROPEAN UNION,Cocoa equivalents,64.31,0.00817826087178
2016,PERU,PUERTO DEL CALLAO,GRAHPA S R L,ITALY,EUROPEAN UNION,Cocoa equivalents,107.65,0.00871260870106
2017,PERU,PUERTO DEL CALLAO,GRANDA HORNA SUSANA EDDA,UNITED STATES,UNITED STATES,Cocoa equivalents,63.97,0.0029000000018
2018,PERU,PUERTO DEL CALLAO,GRANOS AGRICOLAS DEL PERU S A C,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2975,0.5
2018,PERU,PUERTO DEL CALLAO,GRANOS AGRICOLAS DEL PERU S A C,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,2975,0.5
2017,PERU,PUERTO DEL CALLAO,GRANOS AGRICOLAS DEL PERU S A C,SAUDI ARABIA,SAUDI ARABIA,Cocoa equivalents,20435,2.3065217405
2018,PERU,PUERTO DEL CALLAO,GRANOS AGRICOLAS DEL PERU S A C,SAUDI ARABIA,SAUDI ARABIA,Cocoa equivalents,420,0.1
2018,PERU,PUERTO DEL CALLAO,GRANOS AGRICOLAS DEL PERU S A C,SINGAPORE,SINGAPORE,Cocoa equivalents,7345,0.90760869575
2018,PERU,PUERTO DEL CALLAO,GREENBOX SOCIEDAD ANONIMA CERRADA GREE,GERMANY,EUROPEAN UNION,Cocoa equivalents,0.84,0.00076282608743
2016,PERU,PUERTO DEL CALLAO,GRUPO ANDINA FOOD S A C,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,23100,3.30978261075
2014,PERU,PUERTO DEL CALLAO,GRUPO L & G SAC,FRANCE,EUROPEAN UNION,Cocoa equivalents,90,0.01001760870187
2015,PERU,PUERTO DEL CALLAO,GRUPO MEGAMAR S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,1353,0.2255
2016,PERU,PUERTO DEL CALLAO,GRUPO MEGAMAR S.A.C.,UNITED STATES,UNITED STATES,Cocoa equivalents,72669.87,10.3
2015,PERU,PUERTO DEL CALLAO,GUAYAS FOODS SOCIEDAD ANONIMA,SPAIN,EUROPEAN UNION,Cocoa equivalents,3814.15,0.13790760878125
2017,PERU,PUERTO DEL CALLAO,GUAYAS FOODS SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Cocoa equivalents,8106.8,4
2018,PERU,PUERTO DEL CALLAO,HEDBLOM CACAO PERU S A C,DENMARK,EUROPEAN UNION,Cocoa equivalents,11658,2.01
2018,PERU,PUERTO DEL CALLAO,HEDBLOM CACAO PERU S A C,SPAIN,EUROPEAN UNION,Cocoa equivalents,4278.6,0.29
2015,PERU,PUERTO DEL CALLAO,HIERBAS DEL PERU SOCIEDAD ANONIMA,AUSTRALIA,AUSTRALIA,Cocoa equivalents,500,0.62812739169422
2016,PERU,PUERTO DEL CALLAO,HIERBAS DEL PERU SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Cocoa equivalents,4426,8.852
2017,PERU,PUERTO DEL CALLAO,HIERBAS DEL PERU SOCIEDAD ANONIMA,UNITED STATES,UNITED STATES,Cocoa equivalents,690,0.199
2016,PERU,PUERTO DEL CALLAO,HORIZONTE INKA S A C,BELGIUM,EUROPEAN UNION,Cocoa equivalents,540288,201.28
2013,PERU,PUERTO DEL CALLAO,HUAYTA CASTRO SHIRLEY,CANADA,CANADA,Cocoa equivalents,20.88,0.0029000000018
2015,PERU,PUERTO DEL CALLAO,H.V.C.EXPORTACIONES SAC,GERMANY,EUROPEAN UNION,Cocoa equivalents,77000,24.9
2013,PERU,PUERTO DEL CALLAO,IMPORTADORA Y EXPORTADORA DOA ISABEL E.,UNITED STATES,UNITED STATES,Cocoa equivalents,13794,0.8147739135492
2014,PERU,PUERTO DEL CALLAO,IMPORTADORA Y EXPORTADORA DOA ISABEL E.,UNITED STATES,UNITED STATES,Cocoa equivalents,12612,0.6527521743182
