YEAR,COUNTRY OF PRODUCTION,DEPARTMENT,MUNICIPALITY OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES,COFFEE_BEAN,TRASE_GEOCODE
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI AND CO LTD,MITSUI AND CO LTD,UNITED STATES,UNITED STATES,Coffee equivalents,167162.56,52.51,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI AND CO LTD,MITSUI AND CO LTD,UNITED STATES,UNITED STATES,Coffee equivalents,50987.24,19.217,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI AND CO TAIWAN LTD,MITSUI AND CO TAIWAN LTD,TAIWAN,TAIWAN,Coffee equivalents,1396016.85,384.591,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI FOODS INC,MITSUI FOODS INC,CANADA,CANADA,Coffee equivalents,102316.75,38.515,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI FOODS INC,MITSUI FOODS INC,CANADA,CANADA,Coffee equivalents,80462.1,19.214,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI FOODS INC,MITSUI FOODS INC,JAPAN,JAPAN,Coffee equivalents,1483636.37,472.024,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI FOODS INC,MITSUI FOODS INC,UNITED STATES,UNITED STATES,Coffee equivalents,518536.93,173.158,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI FOODS INC,MITSUI FOODS INC,UNITED STATES,UNITED STATES,Coffee equivalents,6169360.66,1741.01,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,MITSUI FOODS INC,MITSUI FOODS INC,UNITED STATES,UNITED STATES,Coffee equivalents,232234.2,76.863,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,NESTLE JAPAN LTD,NESTLE JAPAN LTD,JAPAN,JAPAN,Coffee equivalents,665855.64,240.085,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,NESTLE JAPAN LTD,NESTLE JAPAN LTD,JAPAN,JAPAN,Coffee equivalents,319254.62,99.871,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,OLAM,OLAM,UNITED STATES,UNITED STATES,Coffee equivalents,16863.54,2.807,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,100949.1,35.048,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,46286.02,17.496,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,553963.24,157.481,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,425724.93,139.911,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,RICHMOND INVESTMENT INC,RICHMOND INVESTMENT INC,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,42853.9,7.018,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,102411.9,38.471,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,ROYAL COFFEE INC,ROYAL COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,32667.76,5.442,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,ROYAL COFFEE INC,ROYAL COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,76066.59,19.206,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,ROYAL COFFEE NEW YORK,ROYAL COFFEE NEW YORK,UNITED STATES,UNITED STATES,Coffee equivalents,546798.56,153.838,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,RYANS COFFEE ROASTERS,RYANS COFFEE ROASTERS,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,93790.19,12.312,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SHANGHAI KUNYI INTL TRADING CO LTD,SHANGHAI KUNYI INTL TRADING CO LTD,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,10463.11,1.407,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SHINHAN BANK SEOUL,SHINHAN BANK SEOUL,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,13333.42,3.489,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,322082.76,96.142,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,402962.7,134.667,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,1636157.24,519.103,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SUCAFINA SA,SUCAFINA SA,UNITED STATES,UNITED STATES,Coffee equivalents,70905.58,19.213,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SUSTAINABLE HARVEST AND P W BELLINGALL INC,SUSTAINABLE HARVEST AND P W BELLINGALL INC,UNITED STATES,UNITED STATES,Coffee equivalents,69914.48,19.22,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SUSTAINABLE HARVEST COFFEE IMPS,SUSTAINABLE HARVEST COFFEE IMPS,CANADA,CANADA,Coffee equivalents,144178.63,38.47,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SUSTAINABLE HARVEST COFFEE IMPS,SUSTAINABLE HARVEST COFFEE IMPS,UNITED STATES,UNITED STATES,Coffee equivalents,67859.35,19.238,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SUSTAINABLE HARVEST COFFEE IMPS,SUSTAINABLE HARVEST COFFEE IMPS,UNITED STATES,UNITED STATES,Coffee equivalents,167698.32,39.223,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,SUSTAINABLE HARVEST COFFEE IMPS,SUSTAINABLE HARVEST COFFEE IMPS,UNITED STATES,UNITED STATES,Coffee equivalents,1112362.12,257.348,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,THE DRIP,THE DRIP,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,1234921.01,346.708,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,THE DRIP,THE DRIP,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,2920963.66,924.946,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,UNI PRESIDENT ENTERPRISES,UNI PRESIDENT ENTERPRISES,TAIWAN,TAIWAN,Coffee equivalents,156623.41,34.997,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,WOO SUNG MANUFACTURE CO LTD,WOO SUNG MANUFACTURE CO LTD,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,104853.88,19.225,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,WOO SUNG MANUFACTURE CO LTD,WOO SUNG MANUFACTURE CO LTD,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,71761,19.923,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,COOP DE CAFICULTORES DE ANDES LTD,COOP DE CAFICULTORES DE ANDES LTD,WOO SUNG MANUFACTURE CO LTD,WOO SUNG MANUFACTURE CO LTD,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,57391.66,19.184,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,IND COL DE CAFE S A S,IND COL DE CAFE S A S,CIA NAL DE CHOCOLATES PERU,CIA NAL DE CHOCOLATES PERU,PERU,PERU,Coffee equivalents,73927.11,5.31705,Roasted,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,IND COL DE CAFE S A S,IND COL DE CAFE S A S,GLORIA S A,GLORIA S A,PERU,PERU,Coffee equivalents,148914.84,7.0575,Roasted,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,CENTERS NAB LTD,CENTERS NAB LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,62001.16,19.261,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,GANGNAM GANMAM DAERO,GANGNAM GANMAM DAERO,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,80247,19.291,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,GREEN BEAN INTL LLC,GREEN BEAN INTL LLC,UNITED STATES,UNITED STATES,Coffee equivalents,213493.56,57.874,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,GREEN BEAN INTL LLC,GREEN BEAN INTL LLC,UNITED STATES,UNITED STATES,Coffee equivalents,156786.3,38.442,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,GREEN BEAN INTL LLC,GREEN BEAN INTL LLC,UNITED STATES,UNITED STATES,Coffee equivalents,87522.41,19.272,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,SHINHAN BANK SEOUL,SHINHAN BANK SEOUL,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,59790,12.886,Green,CO-05
2015,COLOMBIA,ANTIOQUIA,BUENAVENTURA,ORO MOLIDO S A,ORO MOLIDO S A,VILAC CO LTD,VILAC CO LTD,SOUTH KOREA,SOUTH KOREA,Coffee equivalents,108510.51,24.737,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,BUENAVENTURA,TIERRA CAFETERA S A S,TIERRA CAFETERA S A S,CREATION FOOD CO LTD,CREATION FOOD CO LTD,TAIWAN,TAIWAN,Coffee equivalents,117054.34,38.475,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,TRILLADORA UNION S A,TRILLADORA UNION S A,EAGLE SANGYO CORP,EAGLE SANGYO CORP,JAPAN,JAPAN,Coffee equivalents,161833.61,30.658,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,BUENAVENTURA,TRILLADORA UNION S A,TRILLADORA UNION S A,MTC INTL COFFEE GROUP LTD,MTC INTL COFFEE GROUP LTD,CHINA (HONG KONG),CHINA (HONG KONG),Coffee equivalents,42685.68,10.466,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ACCRESCO S A S,ACCRESCO S A S,CHEM ENERGO GROUP LTD,CHEM ENERGO GROUP LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,10714,3.026,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ACCRESCO S A S,ACCRESCO S A S,PACORINI SILOCAF S.R.L.,PACORINI SILOCAF S.R.L.,ITALY,EUROPEAN UNION,Coffee equivalents,83003.3,20.068,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,BERNHARD ROTHFOS CORP,BERNHARD ROTHFOS CORP,GERMANY,EUROPEAN UNION,Coffee equivalents,180433.5,62.957,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,CAFIVER S A DE C V,CAFIVER S A DE C V,MEXICO,MEXICO,Coffee equivalents,58656.47,19.28,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED STATES,UNITED STATES,Coffee equivalents,64437.3,19.261,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,MITSUI FOODS INC,MITSUI FOODS INC,UNITED STATES,UNITED STATES,Coffee equivalents,662915.73,192.915,Green,CO-05
2012,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,ROTHFOS CORP,ROTHFOS CORP,CANADA,CANADA,Coffee equivalents,493568.21,115.844,Green,CO-05
2012,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,339005.75,77.134,Green,CO-05
2012,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,SERENGETI TRADING CO,SERENGETI TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,94287.74,19.313,Green,CO-05
2016,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,81958.49,57.912,Green,CO-05
2012,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,AGROP FARALLONES S A,AGROP FARALLONES S A,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Coffee equivalents,165392.93,38.671,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ATLANTIC SPECIALTY COFFEE INC,ATLANTIC SPECIALTY COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,118309.42,19.166,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ECOM AGRO IND CORP LTD,ECOM AGRO IND CORP LTD,ITALY,EUROPEAN UNION,Coffee equivalents,82259.03,19.234,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,ITALY,EUROPEAN UNION,Coffee equivalents,619802.67,138.975,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,HERMANOS PUNJABI S A,HERMANOS PUNJABI S A,UNITED STATES,UNITED STATES,Coffee equivalents,130093.46,38.443,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,NFCGC RETAIL LLC,NFCGC RETAIL LLC,UNITED STATES,UNITED STATES,Coffee equivalents,599.2,0.07,Processed,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,ALMS GENERALES DE DEP DE CAFE S A ALMACAFE,NOBLE AMERICAS RESOURCES CORP,COFCO,UNITED STATES,UNITED STATES,Coffee equivalents,253020.6,76.742,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA,ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA,ARTIGIANA DI LOCATELLI JACOPO ONORIO,ARTIGIANA DI LOCATELLI JACOPO ONORIO,ITALY,EUROPEAN UNION,Coffee equivalents,7844,1.401,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA,ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA,CAFE IMPS FULFILLMENT LLC,CAFE IMPS FULFILLMENT LLC,UNITED STATES,UNITED STATES,Coffee equivalents,766571,137.51,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA,ASOCIACION DE CABILDOS INDIGENAS JUAN TAMA DE INZA,EL PUENTE GMBH,EL PUENTE GMBH,GERMANY,EUROPEAN UNION,Coffee equivalents,141441,38.616,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFE DEVOTION S A S,CAFE DEVOTION S A S,HEB GROCERY COMPANT LP,HEB GROCERY COMPANT LP,UNITED STATES,UNITED STATES,Coffee equivalents,250965,24.225,Processed,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,COEX COFFEE INTERNATIONAL INC,COEX COFFEE INTERNATIONAL INC,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,93449.5,21.026,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,COEX COFFEE INTERNATIONAL INC,COEX COFFEE INTERNATIONAL INC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,67894.63,19.248,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,103313.02,34.972,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,Coffee equivalents,81444.01,19.216,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,233353.97,77.067,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,RGC CONTINENTAL TERMINALS INC,RGC CONTINENTAL TERMINALS INC,UNITED STATES,UNITED STATES,Coffee equivalents,160001.51,38.401,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,RGC,RGC,CANADA,CANADA,Coffee equivalents,78548.02,19.259,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,RGC,RGC,UNITED STATES,UNITED STATES,Coffee equivalents,68666.34,19.185,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CAFETRILLA EXPORTADORA LTDA,CAFETRILLA EXPORTADORA LTDA,ROTHFOS CORP,ROTHFOS CORP,CANADA,CANADA,Coffee equivalents,910950.1,211.407,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,AHOLD COFFEE COMPANY YO HANSSON BV,AHOLD COFFEE COMPANY YO HANSSON BV,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,43746.4055140249,13.7559717630862,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,AHOLD COFFEE COMPANY YO HANSSON BV,AHOLD COFFEE COMPANY YO HANSSON BV,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,114789.500510875,25.9013846007735,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,ALOIS DALLMAYR KAFFEE BERLIN GMBH Y CO KG,ALOIS DALLMAYR KAFFEE BERLIN GMBH Y CO KG,GERMANY,EUROPEAN UNION,Coffee equivalents,31593.0805331693,8.99868004868034,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,ARVID NORDQUIST,ARVID NORDQUIST,SWEDEN,EUROPEAN UNION,Coffee equivalents,162843.111069865,38.8326448480265,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,BANK HAPOALIM B.M.,BANK HAPOALIM B.M.,ISRAEL,ISRAEL,Coffee equivalents,11717.6033002671,2.37280791026782,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,BRING CARGO AS,BRING CARGO AS,NORWAY,NORWAY,Coffee equivalents,5092.00991310966,1.49494891732242,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,CENTERS NAB LTD,CENTERS NAB LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,30024.5100759183,11.004963038588,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,COFFEIN COMPAGNIE,COFFEIN COMPAGNIE,GERMANY,EUROPEAN UNION,Coffee equivalents,524423.161051549,114.154439261784,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,COFFEIN COMPAGNIE,COFFEIN COMPAGNIE,GERMANY,EUROPEAN UNION,Coffee equivalents,502013.215138566,126.991613370619,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,COFI COM TRADING PTY LTD,COFI COM TRADING PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,46363.4442831331,13.7090649653079,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,COFI COM TRADING PTY LTD,COFI COM TRADING PTY LTD,AUSTRALIA,AUSTRALIA,Coffee equivalents,212008.216561385,47.3225397066657,Green,CO-05
2013,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,COMERCIAL DE MATERIAS PRIMAS S A,COMERCIAL DE MATERIAS PRIMAS S A,SPAIN,EUROPEAN UNION,Coffee equivalents,7345.84013700965,1.39563787362427,Green,CO-05
2014,COLOMBIA,ANTIOQUIA,CARTAGENA DE INDIAS,CARCAFE LTD,CARCAFE LTD,COMERCIAL DE MATERIAS PRIMAS S A,COMERCIAL DE MATERIAS PRIMAS S A,SPAIN,EUROPEAN UNION,Coffee equivalents,12765.4585672295,2.36873643246838,Green,CO-05
