YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,CORN_EQUIVALENT_TONNES
2013,PARAGUAY,PUERTO CAACUPEMI,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,MAURITIUS,MAURITIUS,Corn equivalents,3019720,17845
2015,PARAGUAY,PUERTO CAACUPEMI,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,CHILE,CHILE,Corn equivalents,13666712,80460
2015,PARAGUAY,PUERTO CAACUPEMI,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,PERU,PERU,Corn equivalents,4888322,32700
2015,PARAGUAY,PUERTO CAACUPEMI,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,TUNISIA,TUNISIA,Corn equivalents,3541682,27150
2015,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,ANGOLA,ANGOLA,Corn equivalents,414707,1524.614
2016,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,ANGOLA,ANGOLA,Corn equivalents,138652,509.75
2018,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,BANGLADESH,BANGLADESH,Corn equivalents,431517,1792.09953496518
2018,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,ECUADOR,ECUADOR,Corn equivalents,39760,51.162790712
2018,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,MALAYSIA,MALAYSIA,Corn equivalents,188873,255.37209309476
2017,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,MAURITANIA,MAURITANIA,Corn equivalents,70119,539.38
2018,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,SPAIN,EUROPEAN UNION,Corn equivalents,370438,689.1860467046
2017,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,TUNISIA,TUNISIA,Corn equivalents,82386,106.44186049492
2018,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,TUNISIA,TUNISIA,Corn equivalents,501043,690.37790717005
2018,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Corn equivalents,661093,892.97093048259
2015,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,138354,1048.135
2017,PARAGUAY,PUERTO CAACUPEMI,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,561651,2546.89395360414
2013,PARAGUAY,PUERTO CAACUPEMI,SOCIEDAD DE INVERSION AGROPECUARIA DEL PARAGUAY SA,SOCIEDAD DE INVERSION AGROPECUARIA DEL PARAGUAY SA,CANADA,CANADA,Corn equivalents,8221,27.404
2013,PARAGUAY,PUERTO CAACUPEMI,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SOUTH KOREA,SOUTH KOREA,Corn equivalents,589829,3196.74
2017,PARAGUAY,PUERTO CAACUPEMI,SURAGRO,SURAGRO,ANGOLA,ANGOLA,Corn equivalents,408126,1494.06
2017,PARAGUAY,PUERTO CAACUPEMI,SURAGRO,SURAGRO,QATAR,QATAR,Corn equivalents,100376,399.11
2015,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,ANGOLA,ANGOLA,Corn equivalents,1209413,4100.465
2016,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,ANGOLA,ANGOLA,Corn equivalents,1068014,3712.91
2015,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,CHINA (HONG KONG),CHINA (HONG KONG),Corn equivalents,44201,226.11
2014,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,INDONESIA,INDONESIA,Corn equivalents,89533.08,463.36
2013,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,1036018,3929.68
2014,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,280087.63,1077.06
2015,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,912626,4683.68
2016,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,46720,250.51
2015,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,OMAN,OMAN,Corn equivalents,1165180,5094.31
2016,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,OMAN,OMAN,Corn equivalents,2187014,9718.92
2015,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,SINGAPORE,SINGAPORE,Corn equivalents,369663,1942.39
2013,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,VIETNAM,VIETNAM,Corn equivalents,2996009,12095.31
2014,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,VIETNAM,VIETNAM,Corn equivalents,2793123.47,13016.81
2015,PARAGUAY,PUERTO CAACUPEMI,THE GRAIN LEADER,THE GRAIN LEADER,VIETNAM,VIETNAM,Corn equivalents,2055890,10415.45
2013,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Corn equivalents,454489,2896.493
2013,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,MALAYSIA,MALAYSIA,Corn equivalents,218610,696.21
2013,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,PERU,PERU,Corn equivalents,2190660,12160.2
2016,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,403029,2267.394
2017,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,866286,4873.62
2015,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,VIETNAM,VIETNAM,Corn equivalents,456398,1999.73
2017,PARAGUAY,PUERTO FENIX,ADM PARAGUAY,ADM,VIETNAM,VIETNAM,Corn equivalents,49600,204.6511628
2014,PARAGUAY,PUERTO FENIX,AGRITRADE,AGRITRADE,VENEZUELA,VENEZUELA,Corn equivalents,1572000,6000
2015,PARAGUAY,PUERTO FENIX,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,PERU,PERU,Corn equivalents,3721995,21997.604
2016,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),AUSTRALIA,AUSTRALIA,Corn equivalents,60,0.049116279072
2014,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),FRANCE,EUROPEAN UNION,Corn equivalents,348,0.171906976752
2014,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,268.8,0.169488372096
2015,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),GERMANY,EUROPEAN UNION,Corn equivalents,248,0.160186046512
2013,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,4315,5.5523255815
2016,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,1200,1.534883721
2017,PARAGUAY,PUERTO FENIX,ENO BRONSTRUP S.A. (E.B.S.A.),ENO BRONSTRUP S.A. (E.B.S.A.),SPAIN,EUROPEAN UNION,Corn equivalents,1200,1.534883721
2015,PARAGUAY,PUERTO FENIX,FARGO EXPORT,FARGO EXPORT,INDONESIA,INDONESIA,Corn equivalents,158723,1024.02
2015,PARAGUAY,PUERTO FENIX,FARGO EXPORT,FARGO EXPORT,VIETNAM,VIETNAM,Corn equivalents,63412,384.315
2015,PARAGUAY,PUERTO FENIX,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,MYANMAR,MYANMAR,Corn equivalents,28500,286.01023257114
2015,PARAGUAY,PUERTO FENIX,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,PAKISTAN,PAKISTAN,Corn equivalents,108740,1112.6883721436
2016,PARAGUAY,PUERTO FENIX,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,PAKISTAN,PAKISTAN,Corn equivalents,203604,2216.372093124
2018,PARAGUAY,PUERTO FENIX,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,1286692,7949.14539571016
2015,PARAGUAY,PUERTO FENIX,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,33649,257.78883722102
2018,PARAGUAY,PUERTO FENIX,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,VIETNAM,VIETNAM,Corn equivalents,73359,524.930232582
2015,PARAGUAY,PUERTO FENIX,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,CHILE,CHILE,Corn equivalents,1400520,7311.89
2014,PARAGUAY,PUERTO FENIX,LOUIS DREYFUS PARAGUAY,LOUIS DREYFUS,VENEZUELA,VENEZUELA,Corn equivalents,13220075.1,37755.25
2015,PARAGUAY,PUERTO FENIX,MERCANTIL COMERCIAL (MERCO),LOUIS DREYFUS,CHILE,CHILE,Corn equivalents,10707981,61398.415
2014,PARAGUAY,PUERTO FENIX,MIMBIPA SRL,MIMBIPA SRL,ITALY,EUROPEAN UNION,Corn equivalents,4806.13,2.72
2015,PARAGUAY,PUERTO FENIX,NUTREX,NUTREX,MYANMAR,MYANMAR,Corn equivalents,145553,1070.24
2017,PARAGUAY,PUERTO FENIX,NUTREX,NUTREX,URUGUAY,URUGUAY,Corn equivalents,42750,285.37
2017,PARAGUAY,PUERTO FENIX,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,3244685,14582.7153495001
2018,PARAGUAY,PUERTO FENIX,NUTREX,NUTREX,VIETNAM,VIETNAM,Corn equivalents,354236,1579.45674425784
2013,PARAGUAY,PUERTO FENIX,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SUL - AMERICA GRAN AGRICULTURA S.R.L.,SOUTH KOREA,SOUTH KOREA,Corn equivalents,286358,2042.55
2014,PARAGUAY,PUERTO FENIX,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,226613.4,888.47
2015,PARAGUAY,PUERTO FENIX,THE GRAIN LEADER,THE GRAIN LEADER,MALAYSIA,MALAYSIA,Corn equivalents,41582,209.5
2015,PARAGUAY,PUERTO FENIX,THE GRAIN LEADER,THE GRAIN LEADER,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Corn equivalents,222300,992.41
2014,PARAGUAY,PUERTO FENIX,THE GRAIN LEADER,THE GRAIN LEADER,VIETNAM,VIETNAM,Corn equivalents,1010246.74,5592.05
2018,PARAGUAY,PUERTO FENIX,UNEXPA S.A.,UNEXPA,URUGUAY,URUGUAY,Corn equivalents,616693,3598.61
2013,PARAGUAY,PUERTO GICAL - SAN ANTONIO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,3988928,17830
2013,PARAGUAY,PUERTO GICAL - SAN ANTONIO,CHS DE PARAGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,CHS,MOROCCO,MOROCCO,Corn equivalents,6454438,29211.682
2013,PARAGUAY,PUERTO INDIO,ACTIVA,ACTIVA,BRAZIL,BRAZIL,Corn equivalents,1126300,8700
2014,PARAGUAY,PUERTO INDIO,ACTIVA,ACTIVA,BRAZIL,BRAZIL,Corn equivalents,329400,2600
2017,PARAGUAY,PUERTO INDIO,AGRICOLA SANTA FE,AGRICOLA SANTA FE,BRAZIL,BRAZIL,Corn equivalents,1472250,12000
2014,PARAGUAY,PUERTO INDIO,AGRIDESA S.A,AGRIDESA S.A,BRAZIL,BRAZIL,Corn equivalents,109000,1000
2013,PARAGUAY,PUERTO INDIO,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,1052000,8500
2014,PARAGUAY,PUERTO INDIO,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,5974500,45000
2015,PARAGUAY,PUERTO INDIO,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,3411000,34500
2016,PARAGUAY,PUERTO INDIO,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,10277500,61500
2017,PARAGUAY,PUERTO INDIO,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,9655500,81000
2018,PARAGUAY,PUERTO INDIO,AGROFERTIL,AGROFERTIL,BRAZIL,BRAZIL,Corn equivalents,7289000,48500
2013,PARAGUAY,PUERTO INDIO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,187500,1500
2018,PARAGUAY,PUERTO INDIO,AGROFORTE GRANOS,AGROFORTE GRANOS,BRAZIL,BRAZIL,Corn equivalents,1132800,7000
2013,PARAGUAY,PUERTO INDIO,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,91000,260
2014,PARAGUAY,PUERTO INDIO,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,175500,650
2016,PARAGUAY,PUERTO INDIO,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,AGROINDUSTRIAL WENDLING SOCIEDAD ANONIMA,BRAZIL,BRAZIL,Corn equivalents,88920,234
2016,PARAGUAY,PUERTO INDIO,AGROPECUARIA CAMPOS NUEVOS,AGROPECUARIA CAMPOS NUEVOS,BRAZIL,BRAZIL,Corn equivalents,6082000,37500
2018,PARAGUAY,PUERTO INDIO,AGROPECUARIA CAMPOS NUEVOS,AGROPECUARIA CAMPOS NUEVOS,BRAZIL,BRAZIL,Corn equivalents,3200500,17500
2014,PARAGUAY,PUERTO INDIO,AGROPECUARIA PRODUZA,AGROPECUARIA PRODUZA,BRAZIL,BRAZIL,Corn equivalents,324000,2000
2016,PARAGUAY,PUERTO INDIO,AGROPECUARIA PRODUZA,AGROPECUARIA PRODUZA,BRAZIL,BRAZIL,Corn equivalents,366000,2000
2017,PARAGUAY,PUERTO INDIO,AGROPECUARIA PRODUZA,AGROPECUARIA PRODUZA,BRAZIL,BRAZIL,Corn equivalents,416000,4000
2014,PARAGUAY,PUERTO INDIO,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,448500,4000
2016,PARAGUAY,PUERTO INDIO,AGROSER,AGROSER,BRAZIL,BRAZIL,Corn equivalents,294000,2000
2013,PARAGUAY,PUERTO INDIO,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,BRAZIL,BRAZIL,Corn equivalents,277000,3000
2014,PARAGUAY,PUERTO INDIO,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,BRAZIL,BRAZIL,Corn equivalents,550000,5000
2016,PARAGUAY,PUERTO INDIO,AGRO SILO SANTA CATALINA,AGRO SILO SANTA CATALINA,BRAZIL,BRAZIL,Corn equivalents,3464000,22500
2016,PARAGUAY,PUERTO INDIO,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,328000,2000
2018,PARAGUAY,PUERTO INDIO,AGROTEC,AGROTEC,BRAZIL,BRAZIL,Corn equivalents,199500,1500
2013,PARAGUAY,PUERTO INDIO,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,578600,5600
2014,PARAGUAY,PUERTO INDIO,ALLEGRETTI,ALLEGRETTI,BRAZIL,BRAZIL,Corn equivalents,150880,1390
2016,PARAGUAY,PUERTO INDIO,BENTO & ASOCIADOS SA,BENTO & ASOCIADOS SA,BRAZIL,BRAZIL,Corn equivalents,145000,1000
2013,PARAGUAY,PUERTO INDIO,COOPERATIVA SANTA MARIA (COOPASAM),COOPERATIVA SANTA MARIA (COOPASAM),BRAZIL,BRAZIL,Corn equivalents,912000,8500
2013,PARAGUAY,PUERTO INDIO,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BRAZIL,BRAZIL,Corn equivalents,234088,743
2014,PARAGUAY,PUERTO INDIO,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,COOP.MULT.PROD.CONS.SERV.COOPERALBA LTDA.,BRAZIL,BRAZIL,Corn equivalents,278388,1003.2
2013,PARAGUAY,PUERTO INDIO,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,124000,1000
2014,PARAGUAY,PUERTO INDIO,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,709000,6000
2013,PARAGUAY,PUERTO INDIO,DEKALPAR,DEKALPAR,BRAZIL,BRAZIL,Corn equivalents,115000,1000
2014,PARAGUAY,PUERTO INDIO,DEKALPAR,DEKALPAR,BRAZIL,BRAZIL,Corn equivalents,1023110,8000
2016,PARAGUAY,PUERTO INDIO,DEKALPAR,DEKALPAR,BRAZIL,BRAZIL,Corn equivalents,114000,1000
2014,PARAGUAY,PUERTO INDIO,DE SOUZA RENILSON MAIA,DE SOUZA RENILSON MAIA,BRAZIL,BRAZIL,Corn equivalents,903000,6000
2013,PARAGUAY,PUERTO INDIO,DIAGRO SA,DIAGRO,BRAZIL,BRAZIL,Corn equivalents,574000,3500
2016,PARAGUAY,PUERTO INDIO,DIAGRO SA,DIAGRO,BRAZIL,BRAZIL,Corn equivalents,155000,1000
2016,PARAGUAY,PUERTO INDIO,DKP TRADING,DKP TRADING,BRAZIL,BRAZIL,Corn equivalents,208500,1200
2018,PARAGUAY,PUERTO INDIO,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,44400,306.9767442
2013,PARAGUAY,PUERTO INDIO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,4846917,41037.18
2014,PARAGUAY,PUERTO INDIO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,3979361.49,32257.27
2015,PARAGUAY,PUERTO INDIO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,4627100,43700
2016,PARAGUAY,PUERTO INDIO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,9424700,57350
2017,PARAGUAY,PUERTO INDIO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,5258975,41400
2018,PARAGUAY,PUERTO INDIO,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,4208100,28300
2013,PARAGUAY,PUERTO INDIO,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,4268500,34000
2014,PARAGUAY,PUERTO INDIO,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,4189000,35500
2015,PARAGUAY,PUERTO INDIO,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,3616000,36000
2016,PARAGUAY,PUERTO INDIO,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,8772600,67800
2017,PARAGUAY,PUERTO INDIO,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,3125500,27500
2018,PARAGUAY,PUERTO INDIO,LAR SRL,LAR,BRAZIL,BRAZIL,Corn equivalents,5795250,40250
2014,PARAGUAY,PUERTO INDIO,NATIVA AGRICOLA S.A.,NATIVA AGRICOLA S.A.,BRAZIL,BRAZIL,Corn equivalents,340750,2500
2016,PARAGUAY,PUERTO INDIO,NATIVA AGRICOLA S.A.,NATIVA AGRICOLA S.A.,BRAZIL,BRAZIL,Corn equivalents,322400,2100
2017,PARAGUAY,PUERTO INDIO,NATIVA AGRICOLA S.A.,NATIVA AGRICOLA S.A.,BRAZIL,BRAZIL,Corn equivalents,150000,1500
2018,PARAGUAY,PUERTO INDIO,NATIVA AGRICOLA S.A.,NATIVA AGRICOLA S.A.,BRAZIL,BRAZIL,Corn equivalents,171000,1000
2017,PARAGUAY,PUERTO INDIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,ALGERIA,ALGERIA,Corn equivalents,1736999,15294.52
2017,PARAGUAY,PUERTO INDIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,165000,1500
2017,PARAGUAY,PUERTO INDIO,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,SENEGAL,SENEGAL,Corn equivalents,1157190,10200
2014,PARAGUAY,PUERTO INDIO,NOBLE PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,1631500,14000
2013,PARAGUAY,PUERTO INDIO,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,5892300,35800
2014,PARAGUAY,PUERTO INDIO,OLIGRANOS SRL,OLIGRANOS SRL,BRAZIL,BRAZIL,Corn equivalents,992862.5,7462.9
2017,PARAGUAY,PUERTO INDIO,PLANAGRO,PLANAGRO,BRAZIL,BRAZIL,Corn equivalents,114000,1000
2015,PARAGUAY,PUERTO INDIO,PRODU AGRO,PRODU AGRO,BRAZIL,BRAZIL,Corn equivalents,614500,6000
2016,PARAGUAY,PUERTO INDIO,PRODU AGRO,PRODU AGRO,BRAZIL,BRAZIL,Corn equivalents,2073500,12500
2017,PARAGUAY,PUERTO INDIO,PRODU AGRO,PRODU AGRO,BRAZIL,BRAZIL,Corn equivalents,559000,5000
2016,PARAGUAY,PUERTO INDIO,SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),SOCIEDAD DE EMPRESARIOS AGRICULTORES 14 MIL SOCIEDAD ANONIMA (SEAGRI 14 MIL S.A.),BRAZIL,BRAZIL,Corn equivalents,154000,1000
2013,PARAGUAY,PUERTO INDIO,TRANSPORTADORA INTERNAC. DE CARGAS SAN MIGUEL ARCANGEL SRL,TRANSPORTADORA INTERNAC. DE CARGAS SAN MIGUEL ARCANGEL SRL,BRAZIL,BRAZIL,Corn equivalents,55000,500
2017,PARAGUAY,PUERTO INDIO,UNEXPA S.A.,UNEXPA,BRAZIL,BRAZIL,Corn equivalents,213000,2000
2018,PARAGUAY,PUERTO INDIO,UNEXPA S.A.,UNEXPA,BRAZIL,BRAZIL,Corn equivalents,158400,900
2013,PARAGUAY,PUERTO INDIO,UNIGRANOS,UNIGRANOS,BRAZIL,BRAZIL,Corn equivalents,226000,2000
2016,PARAGUAY,PUERTO MBOPICUA ,ADM PARAGUAY,ADM,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,3356621,24694.533
2016,PARAGUAY,PUERTO MBOPICUA ,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,1870323,10918.79
2018,PARAGUAY,PUERTO MBOPICUA ,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,4899385,28381.318
2017,PARAGUAY,PUERTO MBOPICUA ,NIDERA PARAGUAY GRANOS Y OLEAGINOSAS S.A.,COFCO,TUNISIA,TUNISIA,Corn equivalents,709020,4040
2016,PARAGUAY,PUERTO PALOMA,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Corn equivalents,348950,2500
2016,PARAGUAY,PUERTO PALOMA,COFCO AGRI PARAGUAY S.A.,COFCO,BRAZIL,BRAZIL,Corn equivalents,153000,1000
2015,PARAGUAY,PUERTO PALOMA,C. VALE SA,C. VALE,BRAZIL,BRAZIL,Corn equivalents,119900,1100
2017,PARAGUAY,PUERTO PALOMA,EMPRENDIMIENTOS TEMBIAPORA SA,EMPRENDIMIENTOS TEMBIAPORA SA,BRAZIL,BRAZIL,Corn equivalents,322500,2500
2018,PARAGUAY,PUERTO PALOMA,EMPRENDIMIENTOS TEMBIAPORA SA,EMPRENDIMIENTOS TEMBIAPORA SA,BRAZIL,BRAZIL,Corn equivalents,612500,4000
2017,PARAGUAY,PUERTO PALOMA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,BRAZIL,BRAZIL,Corn equivalents,354000,3000
2013,PARAGUAY,PUERTO PALOMA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,182000,1500
2016,PARAGUAY,PUERTO PALOMA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,228000,2000
2017,PARAGUAY,PUERTO PALOMA,INVERSIONES AGRICOLAS,INVERSIONES AGRICOLAS,BRAZIL,BRAZIL,Corn equivalents,388400,3700
2018,PARAGUAY,PUERTO ROSARIO,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,INDUSTRIA PARAGUAYA DE ALCOHOLES SA,URUGUAY,URUGUAY,Corn equivalents,1583715,9415.98976786986
2013,PARAGUAY,PUERTO SANTA MARIA,ADM PARAGUAY,ADM,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Corn equivalents,124538,469
2017,PARAGUAY,PUERTO SANTA MARIA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,447174,2941.934
2018,PARAGUAY,PUERTO SANTA MARIA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Corn equivalents,312443,1977.49
2017,PARAGUAY,PUERTO SANTA MARIA,AMAGGI SOCIEDAD DE RESPONSABILIDAD LIMITADA,AMAGGI,MOROCCO,MOROCCO,Corn equivalents,3612188,32607.816
2017,PARAGUAY,PUERTO SANTA MARIA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,ALGERIA,ALGERIA,Corn equivalents,3538347,31877
2014,PARAGUAY,PUERTO SANTA MARIA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,CHILE,CHILE,Corn equivalents,1457261.9,8095
2018,PARAGUAY,PUERTO SANTA MARIA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,EGYPT,EGYPT,Corn equivalents,2850000,30000
2014,PARAGUAY,PUERTO SANTA MARIA,FRANCISCO VIERCI Y CIA,FRANCISCO VIERCI Y CIA,MAURITIUS,MAURITIUS,Corn equivalents,186862.34,909.97
