YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,BEEF_EQUIVALENT_TONNES
2018,COLOMBIA,ESPECIAL DE CARTAGENA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,WAHET BILAD AL RAFEDEN FOR TRADE AND GRAL CONTRACTING CO,WAHET BILAD AL RAFEDEN FOR TRADE AND GRAL CONTRACTING CO,IRAQ,IRAQ,Beef equivalents,721686,838.6
2017,COLOMBIA,ESPECIAL DE CARTAGENA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,WAJIHAT AL FURAT FOR GRAL TRADE CO,WAJIHAT AL FURAT FOR GRAL TRADE CO,IRAQ,IRAQ,Beef equivalents,3504847.5,1176.1365
2018,COLOMBIA,ESPECIAL DE CARTAGENA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,WAJIHAT AL FURAT FOR GRAL TRADE CO,WAJIHAT AL FURAT FOR GRAL TRADE CO,IRAQ,IRAQ,Beef equivalents,6022400,1648.448
2015,COLOMBIA,ESPECIAL DE CARTAGENA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,ZABAIKALIE CO,ZABAIKALIE CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,365482.64,172.604361341754
2013,COLOMBIA,ESPECIAL DE CARTAGENA,FACTOR TRADING S A,FACTOR TRADING S A,NEGOCIOS DE FAMILIA C A,NEGOCIOS DE FAMILIA C A,VENEZUELA,VENEZUELA,Beef equivalents,93195.6,23.048027536792
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FOOD TRADERS WORLDWIDE S A S,FOOD TRADERS WORLDWIDE S A S,DV,DV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,137344.48,60.8448436619295
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,AGROKOMMERC,AGROKOMMERC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,274882.89,132.97294034248
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,AGROPRODIMPEX,AGROPRODIMPEX,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,53093.8,32.9493322440058
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,CB CO,CB CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,70198.81,34.3157157250012
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,FAIRIS C A,FAIRIS C A,PERU,PERU,Beef equivalents,63931.14,16.2498751078391
2013,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,92499.45,34.3137941409999
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,86366.44,32.3005780339331
2013,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,INVS PECUARIAS LURIN S A,INVS PECUARIAS LURIN S A,PERU,PERU,Beef equivalents,118671.99,27.5301222200575
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,INVS PECUARIAS LURIN S A,INVS PECUARIAS LURIN S A,PERU,PERU,Beef equivalents,1294735.99,302.490606400384
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,INVS PECUARIAS LURIN S A,INVS PECUARIAS LURIN S A,PERU,PERU,Beef equivalents,1152196.97,299.188913317979
2016,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,INVS PECUARIAS LURIN S A,INVS PECUARIAS LURIN S A,PERU,PERU,Beef equivalents,383785.49,98.7120858407183
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,OOO TD REZERVNO,OOO TD REZERVNO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,48873.45,31.5886723382144
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,PREDPRINIMATEL VLADIMIR MARKOV,PREDPRINIMATEL VLADIMIR MARKOV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,90185.21,32.574897875733
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,RESERVE FOOD CO JSC,RESERVE FOOD CO JSC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,121461.91,66.3413699907341
2017,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO DEL SINU FRIGOSINU S A,FRIGORIFICO DEL SINU FRIGOSINU S A,VIKING,VIKING,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,70194.85,34.313931397
2013,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,A EAGLE LOGISTICS CO LTD,A EAGLE LOGISTICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,44613.28,25.821122242204
2013,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,60321.2,27.18320160586
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,225970.9,94.897314691869
2015,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,FRIENDSHIP FROZEN FOODS TRADING CO,FRIENDSHIP FROZEN FOODS TRADING CO,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,93240.5,33.11075442049
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,IP DMITRUK LEONID AFANASYEVICH,IP DMITRUK LEONID AFANASYEVICH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,120000,34.314000025
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,LTD SPIK,LTD SPIK,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,399500,137.2560001
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,OOO BALTAMERICA INTL,OOO BALTAMERICA INTL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,107500,34.314000025
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,OOO FOOD SERV,OOO FOOD SERV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,95000,34.314000025
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,OOO OPTIM LTD,OOO OPTIM LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,127500,34.314000025
2014,COLOMBIA,ESPECIAL DE CARTAGENA,FRIGORIFICO VIJAGUAL S A,FRIGORIFICO VIJAGUAL S A,PREDPRINIMATEL VLADIMIR MARKOV,PREDPRINIMATEL VLADIMIR MARKOV,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,297500,102.942000075
2013,COLOMBIA,ESPECIAL DE CARTAGENA,JSC TRADING CORP S A S,JSC TRADING CORP S A S,BIOIBERICA S A,BIOIBERICA S A,SPAIN,EUROPEAN UNION,Beef equivalents,85202.17,67.045
2014,COLOMBIA,ESPECIAL DE CARTAGENA,JSC TRADING CORP S A S,JSC TRADING CORP S A S,BIOIBERICA S A,BIOIBERICA S A,SPAIN,EUROPEAN UNION,Beef equivalents,85868.51,67.613
2013,COLOMBIA,ESPECIAL DE CARTAGENA,JSC TRADING CORP S A S,JSC TRADING CORP S A S,RUSSELL WADLEIGH IMS TRADING CORP,RUSSELL WADLEIGH IMS TRADING CORP,UNITED STATES,UNITED STATES,Beef equivalents,307110.01,15.67
2018,COLOMBIA,ESPECIAL DE CARTAGENA,LE CURTIERE COLOMBIA S A S,LE CURTIERE COLOMBIA S A S,VINALINES LOGISTICS VIETMAN JSC,VINALINES LOGISTICS VIETMAN JSC,VIETNAM,VIETNAM,Beef equivalents,116446,21.99
2016,COLOMBIA,ESPECIAL DE CARTAGENA,LGC LEATHER S A S,LGC LEATHER S A S,FOOD AND QUALITY CO SPAIN,FOOD AND QUALITY CO SPAIN,VIETNAM,VIETNAM,Beef equivalents,105300,27
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,AGROKOMMERC,AGROKOMMERC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,71012.64,32.2142577354702
2017,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,ASSAHIL CO FOR IMP MEAT AND LIVESTOCK,ASSAHIL CO FOR IMP MEAT AND LIVESTOCK,LIBYA,LIBYA,Beef equivalents,1057035.21,412.067026221818
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,DIETA,DIETA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,161836.38,66.9260942767601
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,INVS PECUARIAS LURIN S A,INVS PECUARIAS LURIN S A,PERU,PERU,Beef equivalents,101286,26.0701301469938
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,KMPZ BALTPROMMYASO,KMPZ BALTPROMMYASO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,80003.21,34.4554423331031
2017,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,MAHMOUD ALAYYAT AND SONS,MAHMOUD ALAYYAT AND SONS,JORDAN,JORDAN,Beef equivalents,3274861,1143.81446
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,MOHAMMAD SABAH THU ALIB KHAIR ALI,MOHAMMAD SABAH THU ALIB KHAIR ALI,IRAQ,IRAQ,Beef equivalents,3569944,1246.8784
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,OOO SOVEREN,OOO SOVEREN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,79635.55,34.3048038729933
2014,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,RASSEM TRADING CO S A R L,RASSEM TRADING CO S A R L,LEBANON,LEBANON,Beef equivalents,4950010.36,1286.81972
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,RASSEM TRADING CO S A R L,RASSEM TRADING CO S A R L,LEBANON,LEBANON,Beef equivalents,2366404.1,661.91896
2016,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,RASSEM TRADING CO S A R L,RASSEM TRADING CO S A R L,LEBANON,LEBANON,Beef equivalents,990617.06,374.372005
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,STRONG,STRONG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,159454.02,68.6845495220412
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MINERVA COLOMBIA S A S,MINERVA COLOMBIA S A S,ZAFMAN LLP INN,ZAFMAN LLP INN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,177264.68,64.8677483968604
2015,COLOMBIA,ESPECIAL DE CARTAGENA,MITONALI S A S,MITONALI S A S,OX FOODS CORP,OX FOODS CORP,PERU,PERU,Beef equivalents,219760.79,60.019235095728
2013,COLOMBIA,ESPECIAL DE CARTAGENA,OREGON FOODS SAC,OREGON FOODS SAC,OREGON FOODS CORP,OREGON FOODS CORP,PERU,PERU,Beef equivalents,327256.02,89.8136970006352
2016,COLOMBIA,ESPECIAL DE CARTAGENA,OREGON FOODS SAC,OREGON FOODS SAC,OREGON FOODS SAC,OREGON FOODS SAC,PERU,PERU,Beef equivalents,452067.2,102.688049023615
2015,COLOMBIA,ESPECIAL DE CARTAGENA,PROCESADORA DE CARNES DE SANTANDER S A,PROCESADORA DE CARNES DE SANTANDER S A,AGROKOMMERC,AGROKOMMERC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,154100,68.62800005
2015,COLOMBIA,ESPECIAL DE CARTAGENA,PROCESADORA DE CARNES DE SANTANDER S A,PROCESADORA DE CARNES DE SANTANDER S A,BSC LLC,BSC LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,299726.03,137.223058659976
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ADVA OPTICAL NETWORKING,ADVA OPTICAL NETWORKING,JORDAN,JORDAN,Beef equivalents,676970.87,202.153382067282
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,A EAGLE LOGISTICS CO LTD,A EAGLE LOGISTICS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,760623.42,296.524527295238
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AGROALLIANCE,AGROALLIANCE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,386638.04,182.1384238951
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AGROALLIANCE,AGROALLIANCE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1270661.58,387.754556085595
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AGROIMP FE LLC,AGROIMP FE LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,38946.89,34.3115568681982
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AGROKOMMERC,AGROKOMMERC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1914525.1,824.178523387668
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AGROPRODIMPEX,AGROPRODIMPEX,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,370414.23,206.672082925774
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AJC INTERNATIONAL,AJC INTERNATIONAL,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,320297.31,111.244190027449
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ALI ASLAN AND SAMIH ALQUESEIFI,ALI ASLAN AND SAMIH ALQUESEIFI,JORDAN,JORDAN,Beef equivalents,1751953.01,569.757150592705
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ALI ASLAN AND SAMIH ALQUESEIFI,ALI ASLAN AND SAMIH ALQUESEIFI,JORDAN,JORDAN,Beef equivalents,5464044.27,1805.96441950376
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ALI ASLAN AND SAMIH ALQUESEIFI,ALI ASLAN AND SAMIH ALQUESEIFI,JORDAN,JORDAN,Beef equivalents,8873251.97,2930.74172239124
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ALI ASLAN AND SAMIH ALQUESEIFI,ALI ASLAN AND SAMIH ALQUESEIFI,JORDAN,JORDAN,Beef equivalents,1516767.35,504.952690937491
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ALI MOSSAD FATHALLA FOR IMPORT E EXPORT,ALI MOSSAD FATHALLA FOR IMPORT E EXPORT,EGYPT,EGYPT,Beef equivalents,343820.34,148.368108612096
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ALI MOSSAD FATHALLA FOR IMPORT E EXPORT,ALI MOSSAD FATHALLA FOR IMPORT E EXPORT,EGYPT,EGYPT,Beef equivalents,257076.51,148.591094709858
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,AL KHALIL MEAT Y LIVESTOCK TRADING CO,AL KHALIL MEAT Y LIVESTOCK TRADING CO,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Beef equivalents,57532.73,17.3414583510344
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ANTARES,ANTARES,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,452372.49,163.259753245345
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ANTARES,ANTARES,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,641810.79,246.598508246063
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ANTARES,ANTARES,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,583543.02,192.687137703585
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ANTARES,ANTARES,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,866527.21,185.890193127433
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ASIA TRADE,ASIA TRADE,GEORGIA,GEORGIA,Beef equivalents,86597.05,25.56255
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ASSAHIL CO FOR IMP MEAT AND LIVESTOCK,ASSAHIL CO FOR IMP MEAT AND LIVESTOCK,LIBYA,LIBYA,Beef equivalents,474400.96,244.267324889165
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ATLANTIC EXPRESS LTD,ATLANTIC EXPRESS LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,327372.46,115.054746004625
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BALTCOM,BALTCOM,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,175514.11,74.1240185316042
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BALTIK AGRO,BALTIK AGRO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,66032.48,35.0189880183136
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BALTIK AGRO,BALTIK AGRO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1437498.94,656.864982807369
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BALTRYBTECH,BALTRYBTECH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,167465.23,73.1055515596622
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BALTRYBTECH,BALTRYBTECH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,149810.9,74.1234008796038
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BALTRYBTECH,BALTRYBTECH,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,95876.71,37.0571298149986
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BSC LLC,BSC LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,920283.82,410.468185979053
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,BSC LLC,BSC LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,71565.86,34.3489316770255
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CARNE ARGENTINA LTD,CARNE ARGENTINA LTD,GEORGIA,GEORGIA,Beef equivalents,35690.42,9.96591110646082
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CARNE ARGENTINA LTD,CARNE ARGENTINA LTD,GEORGIA,GEORGIA,Beef equivalents,35690.42,9.96591110646082
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CB CO,CB CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1021158.33,447.860645927896
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CB CO,CB CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,247212.81,107.700267556067
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CB CO,CB CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1213085.53,518.92439095567
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CB CO,CB CO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1297912.28,407.672212629016
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,CITYGRAND,CITYGRAND,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,889050.67,275.954025462651
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DAWD CO,DAWD CO,IRAN,IRAN,Beef equivalents,276769.57,94.7032498457975
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DAYTON PARTS INC,DAYTON PARTS INC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,187475.98,74.1397617948157
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DBB FOODS CO LTD,DBB FOODS CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,173442.37,74.1348617556121
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DBB FOODS CO LTD,DBB FOODS CO LTD,VIETNAM,VIETNAM,Beef equivalents,148377.71,74.1075066347922
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DEKERCO FOODS AND PROCESSING S A L,DEKERCO FOODS AND PROCESSING S A L,LEBANON,LEBANON,Beef equivalents,1180052.14,360.33878098893
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DEKERCO FOODS AND PROCESSING S A L,DEKERCO FOODS AND PROCESSING S A L,LEBANON,LEBANON,Beef equivalents,7877427.45,2260.54074073015
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DEKERCO FOODS AND PROCESSING S A L,DEKERCO FOODS AND PROCESSING S A L,LEBANON,LEBANON,Beef equivalents,1086144.27,269.277921068987
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DIETA,DIETA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,832768.92,317.172729749481
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DIETA,DIETA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,880879.37,422.991094013777
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DIETA,DIETA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,464824.56,180.688547589243
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DIETA,DIETA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,10788341.86,3781.16483358328
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DYMOVSKOE KOLBASNOE PROIZVODSTVO,DYMOVSKOE KOLBASNOE PROIZVODSTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,91134.83,37.0610141598014
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,DYMOVSKOE KOLBASNOE PROIZVODSTVO,DYMOVSKOE KOLBASNOE PROIZVODSTVO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,74295.45,37.0713769878089
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,EKONT,EKONT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1781957.41,997.781298599749
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,EKONT,EKONT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,374658.62,148.25064492721
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,EUROMEAT,EUROMEAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,112026.36,35.0399058327289
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,EUROMEAT,EUROMEAT,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,175135.29,71.4863288008825
