YEAR,COUNTRY OF PRODUCTION,BIOME,DEPARTMENT,DISTRICT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,TERRITORIAL_DEFORESTATION_RISK_HA,LAND_USE_HA,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HA,SOY_EQUIVALENT_TONNES,ZERO_DEFORESTATION_PARAGUAY_SOY,TRASE_GEOCODE
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,FRANCE,EUROPEAN UNION,Soy bean equivalents,580617.667,0.0761872368157639,307.76135552554,,989.244368,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,GERMANY,EUROPEAN UNION,Soy bean equivalents,111669.464,0.351679479162339,111.116875845585,0.088893500676468,351.836747,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,INDIA,INDIA,Soy bean equivalents,1446416.296,2.06623841912942,652.850028192288,0.52228002255383,2067.162422,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,INDIA,INDIA,Soy bean equivalents,8440009.35,0.926163379795088,3741.27359275583,,12025.661326,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,336546.168,1.14632360359795,362.193147701573,0.289754518161258,1146.836229,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,5470611.718,1.11758628922383,4514.53400416694,,14511.169962,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,IRELAND,EUROPEAN UNION,Soy bean equivalents,177538.692,0.0392819087066932,158.68082340927,,510.051402,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,ITALY,EUROPEAN UNION,Soy bean equivalents,544463.366,0.124621855306906,503.414912003022,,1618.138072,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,138142.495,0.466479676566947,147.389220517047,0.117911376413637,466.688282,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,878649.408,0.203161121306027,820.677382412885,,2637.922091,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,MALAYSIA,MALAYSIA,Soy bean equivalents,164853.675,0.229088569692714,72.3829727478565,0.0579063781982851,229.191016,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,MAURITIUS,MAURITIUS,Soy bean equivalents,25068.639,0.0750479712355642,23.7122055631679,0.0189697644505344,75.081532,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,MAURITIUS,MAURITIUS,Soy bean equivalents,279914.105,0.0569243958834821,229.948347935728,,739.128237,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,134805.062,0.422877002282986,133.612491330327,0.106889993064261,423.066109,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,PAKISTAN,PAKISTAN,Soy bean equivalents,45469.808,0.0700447716205453,22.1313913747003,0.0177051130997602,70.076095,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,667883.368,1.95003639360949,616.134761002235,0.492907808801788,1950.908432,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,1496791.399,0.260449734302928,1052.09699977924,,3381.779463,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,REUNION,REUNION,Soy bean equivalents,23197.479,0.0756561932442602,23.9043797826811,0.0191235038261449,75.690026,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,REUNION,REUNION,Soy bean equivalents,324006.588,0.077535619956751,313.208202538007,,1006.752293,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,86660.284,0.019640954276331,79.3404113935273,,255.0257,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,SPAIN,EUROPEAN UNION,Soy bean equivalents,213696.945,0.316869210995002,100.118200985981,0.0800945607887846,317.010912,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,THAILAND,THAILAND,Soy bean equivalents,706349.464,0.13482042083607,544.612420704666,,1750.560167,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Soy bean equivalents,271043.806,0.901332536356292,284.785611535942,0.227828489228754,901.735604,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Soy bean equivalents,1630712.968,0.345283061043064,1394.78457741669,,4483.287986,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,1340677.797,0.318205507299135,1285.4037284341,,4131.70262,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Soy bean equivalents,46570.015,0.397247642497623,125.51462222504,0.100411697780032,397.425288,COMPANY COMMITMENT,PY-01
2018,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,ADM PARAGUAY,ADM,URUGUAY,URUGUAY,Soy bean equivalents,304847.09,0.153697684458578,620.867873506098,,1995.669814,COMPANY COMMITMENT,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,BANGLADESH,BANGLADESH,Soy bean equivalents,1136043.484,21.5431663306793,625.000441701522,7.37500521207796,1597.068082,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,BANGLADESH,BANGLADESH,Soy bean equivalents,1146596.12,18.1613997537258,603.133192870459,3.61879915722275,1675.027512,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,BANGLADESH,BANGLADESH,Soy bean equivalents,27170.455,0.0398376099861839,12.5871170344183,0.0100696936275346,39.855425,COMPANY COMMITMENT,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,INDIA,INDIA,Soy bean equivalents,1848785.514,38.2993212352525,1111.1223077182,13.1112432310747,2839.25875,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,INDIA,INDIA,Soy bean equivalents,921650.797,15.8241585257593,525.514298762767,3.1530857925766,1459.463546,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,INDIA,INDIA,Soy bean equivalents,41187.408,0.0608891849149498,19.2385862736397,0.0153908690189118,60.916414,COMPANY COMMITMENT,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,IRAN,IRAN,Soy bean equivalents,2318161.452,47.7696297102942,1385.87054523803,16.3532724338087,3541.324879,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,ITALY,EUROPEAN UNION,Soy bean equivalents,84504.532,0.268086435204925,84.7047635747897,0.0677638108598318,268.206321,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,JAPAN,JAPAN,Soy bean equivalents,18807.303,0.057302976634402,18.1054855842984,0.0144843884674387,57.328602,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,MALAYSIA,MALAYSIA,Soy bean equivalents,381732.924,6.51582998374618,216.388240751745,1.29832944451047,600.955578,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,PAKISTAN,PAKISTAN,Soy bean equivalents,375260.778,6.51582998374618,216.388240751745,1.29832944451047,600.955578,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,PAKISTAN,PAKISTAN,Soy bean equivalents,20059.908,0.0298701633369093,9.43779614011134,0.00755023691208907,29.883521,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,63512.096,0.209150900635459,66.0834539287253,0.0528667631429802,209.244431,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,TUNISIA,TUNISIA,Soy bean equivalents,2469.435,0.00160839374107034,0.508189127392417,0.000406551301913934,1.609113,COMPANY COMMITMENT,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,17720.091,0.0530407736524849,16.7587971716039,0.0134070377372831,53.064493,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,BUNGE PARAGUAY SA,BUNGE,VENEZUELA,VENEZUELA,Soy bean equivalents,354392.089,5.58499711653393,185.475634518554,1.11285380711133,515.10478,COMPANY COMMITMENT,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,BANGLADESH,BANGLADESH,Soy bean equivalents,1541909.687,24.3830768167356,809.752726766912,4.85851636060147,2248.85334,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,BANGLADESH,BANGLADESH,Soy bean equivalents,1354825.956,1.91758506554578,605.881418384493,0.484705134707595,1918.442592,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,COTE D'IVOIRE,COTE D'IVOIRE,Soy bean equivalents,235043.069,6.07639191711696,166.484677692308,2.46397322984615,432.860162,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,DENMARK,EUROPEAN UNION,Soy bean equivalents,125095.792,3.61152565546933,98.9507742307692,1.46447145861538,257.272013,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,EGYPT,EGYPT,Soy bean equivalents,502813.588,8.73690793037603,239.379111923077,3.54281085646154,622.385691,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,GERMANY,EUROPEAN UNION,Soy bean equivalents,197051.089,4.97072333952957,165.0758355248,0.990455013148797,458.450255,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,INDIA,INDIA,Soy bean equivalents,4210972.932,69.7583572577575,1911.28185653846,28.2869714767692,4969.332827,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,INDIA,INDIA,Soy bean equivalents,1700498.839,29.2171165515527,970.289351655902,5.82173610993541,2694.697254,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,INDIA,INDIA,Soy bean equivalents,3186670.933,4.45975497447795,1409.10706812109,1.12728565449688,4461.749336,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,INDONESIA,INDONESIA,Soy bean equivalents,994010.9,24.3822403604358,668.039435769231,9.88698364938461,1736.902533,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,IRAN,IRAN,Soy bean equivalents,779841.459,13.6293457594428,373.425096153846,5.52669142307692,970.90525,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ITALY,EUROPEAN UNION,Soy bean equivalents,1523122.872,42.005767731519,1150.89954653846,17.0333132887692,2992.338821,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,ITALY,EUROPEAN UNION,Soy bean equivalents,654592.652,22.3681431717618,742.837545162263,4.45702527097358,2063.015831,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,JAPAN,JAPAN,Soy bean equivalents,702606.832,18.165974041536,497.722394230769,7.36629143461538,1294.078225,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,MADAGASCAR,MADAGASCAR,Soy bean equivalents,173157.517,3.00496421644931,82.3318353846154,1.21851116369231,214.062772,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,MALAYSIA,MALAYSIA,Soy bean equivalents,35732.299,0.631685925479029,20.9780498360176,0.125868299016105,58.260449,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,3013827.552,86.4583757946082,2368.83911115385,35.0588188450769,6158.981689,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1630851.805,47.5663614784276,1579.66081143216,9.47796486859297,4387.049743,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,PAKISTAN,PAKISTAN,Soy bean equivalents,925157.897,15.8180565500463,433.392724230769,6.41421231861538,1126.821083,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,PAKISTAN,PAKISTAN,Soy bean equivalents,39146.215,0.631685914636581,20.978049475944,0.125868296855664,58.260448,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,PAKISTAN,PAKISTAN,Soy bean equivalents,1130610.385,1.52311042198846,481.242954699338,0.38499436375947,1523.791543,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,PERU,PERU,Soy bean equivalents,264492.481,6.95218688642751,190.480240384615,2.81910755769231,495.248625,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,PERU,PERU,Soy bean equivalents,392755.521,11.0689558504603,367.59582269867,2.20557493619202,1020.890781,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,POLAND,EUROPEAN UNION,Soy bean equivalents,217729.035,5.67213578971568,155.408622692308,2.30004761584615,404.062419,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,SENEGAL,SENEGAL,Soy bean equivalents,85565.456,2.21205946450138,60.6073492307692,0.896988768615385,157.579108,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,THAILAND,THAILAND,Soy bean equivalents,2094403.125,54.1728848741533,1484.26161461538,21.9670718963077,3859.080198,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,TUNISIA,TUNISIA,Soy bean equivalents,98400.188,1.70555200638309,56.640734809299,0.339844408855794,157.303213,NONE,PY-01
2017,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,TUNISIA,TUNISIA,Soy bean equivalents,338363.283,0.471178044499898,148.873719889959,0.119098975911967,471.388751,NONE,PY-01
2014,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,1228641.594,37.8090531015732,1035.91540923077,15.3315480566154,2693.380064,NONE,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,9808263.514,302.678217602531,10051.8287285374,60.3109723712247,27916.038887,NONE,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,CONTIPARAGUAY,CONTIPARAGUAY,ALGERIA,ALGERIA,Soy bean equivalents,332899.127,8.0637515581804,233.941854612936,2.76051388443265,597.793288,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,CONTIPARAGUAY,CONTIPARAGUAY,BANGLADESH,BANGLADESH,Soy bean equivalents,904112.68,18.0501527125393,523.662735781387,6.17922028222036,1338.11912,,PY-01
2015,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,CONTIPARAGUAY,CONTIPARAGUAY,INDIA,INDIA,Soy bean equivalents,431189.252,8.21221167986356,238.248911440275,2.81133715499524,608.799141,,PY-01
2016,PARAGUAY,CHACO HUMEDO,CONCEPCION,VILLETA,CONTIPARAGUAY,CONTIPARAGUAY,NEPAL,NEPAL,Soy bean equivalents,101019.905,3.48822653419737,115.84267928436,0.695056075706161,321.719443,,PY-01
2018,PARAGUAY,CHACO HUMEDO,MISIONES,ANTEQUERA,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,73204.648,0.0342545467220528,85.2578377076578,,203.062168,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,ASUNCION,ADM PARAGUAY,ADM,ANGOLA,ANGOLA,Soy bean equivalents,33257.749,0.0130628319252057,32.512729282872,,77.436931,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,ASUNCION,ADM PARAGUAY,ADM,GHANA,GHANA,Soy bean equivalents,2454.653,0.0052569649401361,2.93336473084902,,6.882141,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,ASUNCION,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,33139.95,0.0816517584439026,45.5613440756457,,106.894172,COMPANY COMMITMENT,PY-08
2015,PARAGUAY,CHACO HUMEDO,MISIONES,ASUNCION,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,2061.154,0.00530975318565401,4.43383066104079,,8.395121,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,ASUNCION,ADM PARAGUAY,ADM,OMAN,OMAN,Soy bean equivalents,12724.284,0.029898856761527,16.6834386220387,,39.142005,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,ASUNCION,ADM PARAGUAY,ADM,SURINAME,SURINAME,Soy bean equivalents,1070.679,0.0022423879995633,1.25124324504773,,2.935616,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,CIUDAD DEL ESTE,ADM PARAGUAY,ADM,BRAZIL,BRAZIL,Soy bean equivalents,1715.73,0.0131057155606099,7.31293516997222,,17.157311,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,ENCARNACION,BUNGE PARAGUAY SA,BUNGE,URUGUAY,URUGUAY,Soy bean equivalents,17741.487,0.139414581640162,77.7927609193323,,182.514211,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,ENCARNACION,COMPANIA PARAGUAYA DE GRANOS,COMPANIA PARAGUAYA DE GRANOS,URUGUAY,URUGUAY,Soy bean equivalents,12227.07,0.102046211211107,56.9413645120638,,133.593513,NONE,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,ENCARNACION,LOUIS DREYFUS,LOUIS DREYFUS,URUGUAY,URUGUAY,Soy bean equivalents,1723.938,0.00234190417191186,5.82888127044473,,13.882891,,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,INDONESIA,INDONESIA,Soy bean equivalents,5984.975,0.0140886455071145,7.8614060216529,,18.444111,COMPANY COMMITMENT,PY-08
2014,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,3741.504,0.139734678572507,5.18802392831569,,13.437112,NONE,PY-08
2015,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,3550.196,0.0088178195517954,7.36318946008784,,13.941639,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,120948.268,0.277189573035045,154.670637251586,,362.881957,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,18235.022,0.00921996473712675,22.9480268300328,,54.656278,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,OMAN,OMAN,Soy bean equivalents,10531.434,0.0247462146955857,13.8082856242464,,32.396438,COMPANY COMMITMENT,PY-08
2015,PARAGUAY,CHACO HUMEDO,MISIONES,MARIANO ROQUE ALONSO,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,57634.186,0.0910493505153707,76.0294100060277,,143.955903,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,MBARACAYU,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,86.525,7.1821263908866e-05,0.178759500512053,,0.425759,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,CHILE,CHILE,Soy bean equivalents,159850.109,0.0719069511491859,178.972771727933,,426.266957,COMPANY COMMITMENT,PY-08
2015,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,21072.578,0.0568887687496771,47.504122758977,,89.945442,COMPANY COMMITMENT,PY-08
2016,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,2179.491,0.0197895892904801,4.86654977968124,,10.014399,COMPANY COMMITMENT,PY-08
2017,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,22587.572,0.0896238985490738,50.0097653377609,,117.330877,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,JAPAN,JAPAN,Soy bean equivalents,12049.152,0.0105479869864795,26.2534071734423,,62.528841,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,MYANMAR,MYANMAR,Soy bean equivalents,47118.5,0.022367855701283,55.6724637672861,,132.597442,COMPANY COMMITMENT,PY-08
2015,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,ADM PARAGUAY,ADM,PERU,PERU,Soy bean equivalents,68552.2,0.0886859245724619,74.0558662188927,,140.219148,COMPANY COMMITMENT,PY-08
2018,PARAGUAY,CHACO HUMEDO,MISIONES,SAN ANTONIO,NUTREX,NUTREX,JAPAN,JAPAN,Soy bean equivalents,771.977,0.000623084665784477,1.55082628138772,,3.693668,,PY-08
