YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,COCOA_EQUIVALENT_TONNES
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,DEKKER TRANSPORT & TANKOSPLAG,DEKKER TRANSPORT & TANKOSPLAG,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,130008.53,45.60386472
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,DEPENDABLE DITRIBUTION SERVICES INC,DEPENDABLE DITRIBUTION SERVICES INC,UNITED STATES,UNITED STATES,Cocoa equivalents,105997.16,45.60386472
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,ELIT CIKOLATA VE SEKL. SAN. A.S.,ELIT CIKOLATA VE SEKL. SAN. A.S.,TURKEY,TURKEY,Cocoa equivalents,633289.79,228.0193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,FACTA INTERNATIONAL BV,FACTA INTERNATIONAL BV,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6688007.84,2543.14009584
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,HD COTTERELL,HD COTTERELL,GERMANY,EUROPEAN UNION,Cocoa equivalents,1127089.63,410.43478248
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,ITOCHU CORPORATION,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,48024,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,ITOCHU FOOD SALES AND MARKETING CO.,ITOCHU,JAPAN,JAPAN,Cocoa equivalents,63111.11,22.8134473358418
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,IZEM DIS TIC VE PAZ LTD STI,IZEM DIS TIC VE PAZ LTD STI,TURKEY,TURKEY,Cocoa equivalents,48832.82,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,KALLAS PAPADOPOULOS SA,KALLAS PAPADOPOULOS SA,GREECE,EUROPEAN UNION,Cocoa equivalents,1081915.33,387.63285012
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,KARGHER CORPORATION,KARGHER CORPORATION,UNITED STATES,UNITED STATES,Cocoa equivalents,105622.31,43.323671484
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,KATSAN GIDA SAN. VE TIC. LTD.STI.,KATSAN GIDA SAN. VE TIC. LTD.STI.,TURKEY,TURKEY,Cocoa equivalents,252117.46,91.20772944
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,LLC AGROIMPEKS-TRADE,LLC AGROIMPEKS-TRADE,ESTONIA,EUROPEAN UNION,Cocoa equivalents,48000,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,MISCAL GMBH,MISCAL GMBH,GERMANY,EUROPEAN UNION,Cocoa equivalents,756928.99,273.62318832
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,NATRA CAMI DE TORRENT,NATRA CAMI DE TORRENT,SPAIN,EUROPEAN UNION,Cocoa equivalents,1272869.32,501.64251192
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,NATRA SA,NATRA SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,325857.85,114.0096618
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,NEVSKIY KONDITER LTD,NEVSKIY KONDITER LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,221268.93,223.458937128
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,NK -LASSIC PTE LTD,NK -LASSIC PTE LTD,SINGAPORE,SINGAPORE,Cocoa equivalents,195254.71,68.43999997854
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,OMEGA-TRADE LTD,OMEGA-TRADE LTD,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Cocoa equivalents,54305.81,51.30434781
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,OVERSEAS COMPANY FOR FOOD PRODUCTS,OVERSEAS COMPANY FOR FOOD PRODUCTS,EGYPT,EGYPT,Cocoa equivalents,96000,45.60386472
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,P.I.C CO S.A,P.I.C CO S.A,BULGARIA,EUROPEAN UNION,Cocoa equivalents,48000,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,PT DANORA AGRO PRIMA,PT DANORA AGRO PRIMA,INDONESIA,INDONESIA,Cocoa equivalents,125762.76,45.60386472
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,QURA CHOCOLATE FACTORY,QURA CHOCOLATE FACTORY,JORDAN,JORDAN,Cocoa equivalents,661250.36,59.342995152
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SEVILLE PRODUCTS LLC,SEVILLE PRODUCTS LLC,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cocoa equivalents,670923.8,212.057970948
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SOPEX COCOA,SOPEX COCOA,ALGERIA,ALGERIA,Cocoa equivalents,642247.25,228.0193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SOPEX COCOA,SOPEX COCOA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,910844.94,342.0289854
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SOPEX COCOA,SOPEX COCOA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1244329.52,456.0386472
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,S - TRADE OU,S - TRADE OU,ESTONIA,EUROPEAN UNION,Cocoa equivalents,533306.99,182.41545888
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SUCRES ET DENREES,SUCDEN,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2205908.18,798.0676326
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SUCRES ET DENREES,SUCDEN,SPAIN,EUROPEAN UNION,Cocoa equivalents,314361.25,114.0096618
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,SWISS TRADING SOLUTION LTD,SWISS TRADING SOLUTION LTD,POLAND,EUROPEAN UNION,Cocoa equivalents,58429.81,59.285024136
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TACHIBANA,TACHIBANA,JAPAN,JAPAN,Cocoa equivalents,240000,116.7458936832
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TACHIBANA,TACHIBANA,JAPAN,JAPAN,Cocoa equivalents,1671642.63,615.7661833818
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,THEOBROMA BV,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,720000,342.0289854
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,THEOBROMA BV,ECOM,GERMANY,EUROPEAN UNION,Cocoa equivalents,7261066.56,2251.64251152
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,THEOBROMA BV,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,720000,342.0289854
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,THEOBROMA BV,ECOM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,6658194.9,1026.0869562
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,THEOBROMA BV,ECOM,SPAIN,EUROPEAN UNION,Cocoa equivalents,232204.17,228.0193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO ORDER OF SOPEX COCOA,TO ORDER OF SOPEX COCOA,SPAIN,EUROPEAN UNION,Cocoa equivalents,1262969.61,456.0386472
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO THE ORDER OF SUCRES ET DENREES,TO THE ORDER OF SUCRES ET DENREES,ESTONIA,EUROPEAN UNION,Cocoa equivalents,2559289.51,912.0772944
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO THE ORDER OF SUCRES ET DENREES,TO THE ORDER OF SUCRES ET DENREES,SPAIN,EUROPEAN UNION,Cocoa equivalents,1068710.41,410.43478248
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO THE ORDER OF THEOBROMA BV,TO THE ORDER OF THEOBROMA BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,314361.25,114.0096618
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO THE ORDER OF WALTER MATTER SA,TO THE ORDER OF WALTER MATTER SA,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,64850.59,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO THE ORDER OF WALTER MATTER SA,TO THE ORDER OF WALTER MATTER SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,3116268.26,1140.096618
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TO THE ORDER OF WALTER MATTER SA,TO THE ORDER OF WALTER MATTER SA,SWITZERLAND,SWITZERLAND,Cocoa equivalents,1307926.34,456.0386472
2018,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TOTUS TRADE LLC,TOTUS TRADE LLC,UNITED STATES,UNITED STATES,Cocoa equivalents,43800,20.8067632785
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,TOTUS TRADE LLC,TOTUS TRADE LLC,UNITED STATES,UNITED STATES,Cocoa equivalents,1586914.3,588.289854888
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,VANDELIS BVBA,VANDELIS BVBA,ALGERIA,ALGERIA,Cocoa equivalents,65221.15,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,VANDELIS BVBA,VANDELIS BVBA,BELGIUM,EUROPEAN UNION,Cocoa equivalents,64850.59,22.80193236
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,VIGOLIN LTD,VIGOLIN LTD,ESTONIA,EUROPEAN UNION,Cocoa equivalents,189864.55,68.40579708
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,WALTER MATTER SA,WALTER MATTER SA,ALGERIA,ALGERIA,Cocoa equivalents,1155433.9,456.0386472
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,WALTER MATTER SA,WALTER MATTER SA,PORTUGAL,EUROPEAN UNION,Cocoa equivalents,674429.22,250.82125596
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,WALTER MATTER SA,WALTER MATTER SA,SPAIN,EUROPEAN UNION,Cocoa equivalents,329199.33,250.82125596
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,WALTER MATTER SA,WALTER MATTER SA,SWITZERLAND,SWITZERLAND,Cocoa equivalents,382477.33,136.81159416
2019,GHANA,CEPS TEMA,CHOCOMAC GHANA LIMITED,CHOCOMAC GHANA LIMITED,WAWEL SA,WAWEL SA,POLAND,EUROPEAN UNION,Cocoa equivalents,1426860.25,570.048309
2018,GHANA,CEPS TEMA,CLEMENT JAMES AMISSAH,CLEMENT JAMES AMISSAH,RAW SHEA IMPORTS LLC,RAW SHEA IMPORTS LLC,UNITED STATES,UNITED STATES,Cocoa equivalents,2800,2.576086956
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,"10TH FLOOR, 55 OLD BROAD STREET L","10TH FLOOR, 55 OLD BROAD STREET L",NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,960000,400
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,GERMANY,EUROPEAN UNION,Cocoa equivalents,2041000,900
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,GERMANY,EUROPEAN UNION,Cocoa equivalents,2465129.18,750
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,JAPAN,JAPAN,Cocoa equivalents,5371500,2350
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,JAPAN,JAPAN,Cocoa equivalents,10672055.28,3775
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,MALAYSIA,MALAYSIA,Cocoa equivalents,3321755.71,1100
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,2834500,1250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,12213103.5,3900
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,961595,450
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,863683.13,300
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,PANAMA,PANAMA,Cocoa equivalents,3350547.21,1000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,SPAIN,EUROPEAN UNION,Cocoa equivalents,5273999.4,2625
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,SPAIN,EUROPEAN UNION,Cocoa equivalents,1359951.8,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,UNITED STATES,UNITED STATES,Cocoa equivalents,110000,50
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ALBRECHT & DILL TRADING,ALBRECHT & DILL TRADING,UNITED STATES,UNITED STATES,Cocoa equivalents,1426037.11,500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ARASCO FOOD BV,ARASCO FOOD BV,BELGIUM,EUROPEAN UNION,Cocoa equivalents,5038057.4,1750
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ARASCO FOOD BV,ARASCO FOOD BV,TURKEY,TURKEY,Cocoa equivalents,583227.13,200
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2925000,1050
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,GERMANY,EUROPEAN UNION,Cocoa equivalents,1176000,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,ITALY,EUROPEAN UNION,Cocoa equivalents,6829165,3000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,JAPAN,JAPAN,Cocoa equivalents,2478750,1101
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,MALAYSIA,MALAYSIA,Cocoa equivalents,122465,50
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,4551000,1950
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,165118794.31,1500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,NEW ZEALAND,NEW ZEALAND,Cocoa equivalents,219077,100
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,UNITED STATES,UNITED STATES,Cocoa equivalents,7629125,3225
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,ASCOT AMSTERDAM,ASCOT AMSTERDAM,UNITED STATES,UNITED STATES,Cocoa equivalents,1533055.22,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,BELGIUM,EUROPEAN UNION,Cocoa equivalents,9274877.78,3140.5
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,BELGIUM,EUROPEAN UNION,Cocoa equivalents,32248368.07,10775
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,CANADA,CANADA,Cocoa equivalents,4485000,2000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,CANADA,CANADA,Cocoa equivalents,8463211.82,2750
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,FRANCE,EUROPEAN UNION,Cocoa equivalents,13437500,6000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,FRANCE,EUROPEAN UNION,Cocoa equivalents,5457523.06,2000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,6201999.9,2200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,GERMANY,EUROPEAN UNION,Cocoa equivalents,26273555.77,9500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,INDONESIA,INDONESIA,Cocoa equivalents,7999925.7,3600
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,INDONESIA,INDONESIA,Cocoa equivalents,15756011.41,5700
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,MALAYSIA,MALAYSIA,Cocoa equivalents,4460772.5,2000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,MALAYSIA,MALAYSIA,Cocoa equivalents,1335402.4,500
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,4640000,1500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BARRY CALLEBAUT,BARRY CALLEBAUT,UNITED STATES,UNITED STATES,Cocoa equivalents,1343022.94,1000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,CANADA,CANADA,Cocoa equivalents,6255000,3000
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,GERMANY,EUROPEAN UNION,Cocoa equivalents,4480875,1850
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,GERMANY,EUROPEAN UNION,Cocoa equivalents,769689.49,325
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,ITALY,EUROPEAN UNION,Cocoa equivalents,2343000,1100
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,ITALY,EUROPEAN UNION,Cocoa equivalents,1989419.25,950
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,JAPAN,JAPAN,Cocoa equivalents,4903013.88,1600
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,MALAYSIA,MALAYSIA,Cocoa equivalents,5520440,2500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,MALAYSIA,MALAYSIA,Cocoa equivalents,2459450.9,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,NETHERLANDS,EUROPEAN UNION,Cocoa equivalents,9325254.93,3325
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,SPAIN,EUROPEAN UNION,Cocoa equivalents,12102246,4362.5
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,SPAIN,EUROPEAN UNION,Cocoa equivalents,5412854.51,2100
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,UNITED STATES,UNITED STATES,Cocoa equivalents,8002875.1,3675
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,BD ASSOCIATES,BD ASSOCIATES,UNITED STATES,UNITED STATES,Cocoa equivalents,5580956.24,2225
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,BELGIUM,EUROPEAN UNION,Cocoa equivalents,2959850,1300
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,18816500,8200
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,JAPAN,JAPAN,Cocoa equivalents,222783418.88,18300
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,MALAYSIA,MALAYSIA,Cocoa equivalents,1194013.12,375
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,2007250,850
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,SOUTH KOREA,SOUTH KOREA,Cocoa equivalents,4360570.88,1550
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGIL JAPAN LTD,CARGILL,SPAIN,EUROPEAN UNION,Cocoa equivalents,444000,200
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL COCOA AND CHOCOLATE,CARGILL,FRANCE,EUROPEAN UNION,Cocoa equivalents,2200000,1000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,CARGILL CO. LTD,CARGILL CO. LTD,JAPAN,JAPAN,Cocoa equivalents,2260512.03,875
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,BELGIUM,EUROPEAN UNION,Cocoa equivalents,13429159.42,4100
2018,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,CANADA,CANADA,Cocoa equivalents,4730000,2000
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,CANADA,CANADA,Cocoa equivalents,1586061.33,500
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,GERMANY,EUROPEAN UNION,Cocoa equivalents,774495.37,250
2019,GHANA,CEPS TEMA,COCOA MARKETING COMPANY,COCOA MARKETING COMPANY,COCOANECT BV,COCOANECT BV,INDONESIA,INDONESIA,Cocoa equivalents,283445.64,100
