YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COTTON_EQUIVALENT_TONNES
2013,ARGENTINA,SAN LORENZO,UNKNOWN,UNKNOWN,MALAYSIA,MALAYSIA,Cotton equivalents,2703000,3333.3333
2014,ARGENTINA,SAN LORENZO,UNKNOWN,UNKNOWN,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,2489875,3055.555525
2017,ARGENTINA,SAN LORENZO,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cotton equivalents,144620,700
2016,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,AUSTRALIA,AUSTRALIA,Cotton equivalents,608625,833.333325
2017,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,BRAZIL,BRAZIL,Cotton equivalents,1439180,6940
2018,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,CHILE,CHILE,Cotton equivalents,18.72,0.0177777776
2018,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,JAPAN,JAPAN,Cotton equivalents,188000,1000
2013,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,MALAYSIA,MALAYSIA,Cotton equivalents,1351500,1666.66665
2013,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,4245759.75,4693.422175288
2016,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,608625,833.333325
2017,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,SPAIN,EUROPEAN UNION,Cotton equivalents,882985.63,4269.02
2016,ARGENTINA,SAN LORENZO,VICENTIN SAIC.,VICENTIN,URUGUAY,URUGUAY,Cotton equivalents,62500,500
2013,ARGENTINA,SAN LUIS,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,33765.6,142.058995633188
2014,ARGENTINA,SAN LUIS,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,11892.15,57.45
2015,ARGENTINA,SAN LUIS,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,50993.12,271.24
2016,ARGENTINA,SAN LUIS,COMPANIA ARGENTINA DE GRANOS S.A.,COMPANIA ARGENTINA DE GRANOS S.A.,CHILE,CHILE,Cotton equivalents,18561.6,116.01
2016,ARGENTINA,SAN LUIS,LA CHITA S R L,LA CHITA S R L,CHILE,CHILE,Cotton equivalents,245373.88,1669.92
2016,ARGENTINA,SAN LUIS,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,27848,236
2015,ARGENTINA,SAN PEDRO,ALPARGATAS SAIC.,ALPARGATAS SAIC.,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,63210,294
2016,ARGENTINA,SAN PEDRO,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,JAPAN,JAPAN,Cotton equivalents,34271.92,125.08
2016,ARGENTINA,SAN PEDRO,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,NORTH KOREA,NORTH KOREA,Cotton equivalents,183927.05,733.64
2016,ARGENTINA,SAN PEDRO,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,SINGAPORE,SINGAPORE,Cotton equivalents,90992.16,382.32
2016,ARGENTINA,SAN PEDRO,BURATOVICH HERMANOS S.A.C.A.F.I.T.,BURATOVICH HERMANOS S.A.C.A.F.I.T.,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,23324,98
2015,ARGENTINA,SAN PEDRO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,MALAYSIA,MALAYSIA,Cotton equivalents,158002.1,655.24
2015,ARGENTINA,SAN PEDRO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,173985.5,714.51
2016,ARGENTINA,SAN PEDRO,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,61992,243
2016,ARGENTINA,SAN PEDRO,UNKNOWN,UNKNOWN,NORTH KOREA,NORTH KOREA,Cotton equivalents,35910,135
2015,ARGENTINA,SAN PEDRO,UNKNOWN,UNKNOWN,SINGAPORE,SINGAPORE,Cotton equivalents,96250,385
2015,ARGENTINA,SAN PEDRO,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,27444,114.35
2015,ARGENTINA,SAN PEDRO,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,63210,294
2013,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,1434798.41,579.4977
2014,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,631586.51,287.98445
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,1036062.75,2404.7583
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,1305965.52,4974.6508
2013,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHILE,CHILE,Cotton equivalents,1355338.92,585.2884
2014,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHILE,CHILE,Cotton equivalents,922611.78,407.1014
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHILE,CHILE,Cotton equivalents,905309.09,407.3106
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHILE,CHILE,Cotton equivalents,862617.92,444.9366
2017,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHILE,CHILE,Cotton equivalents,580541.17,322.0978
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,30141,153
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,52788.06,238.86
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,97285.56,425.8
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,COLOMBIA,COLOMBIA,Cotton equivalents,16548,84
2017,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,JAPAN,JAPAN,Cotton equivalents,343881.66,1427.1
2018,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,JAPAN,JAPAN,Cotton equivalents,181440,960
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,MALAYSIA,MALAYSIA,Cotton equivalents,78121.12,328.24
2013,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,273391.48,1454.21
2014,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,1528811.38,7988.66
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,971894.7,6695.9
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,1016972.5,8135.78
2017,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,146875,1175
2018,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,PARAGUAY,PARAGUAY,Cotton equivalents,1006250,8050
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,184655.1,826.7
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,930096.16,4204.96
2017,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,446148.53,1905.44
2018,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,36480,192
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,UNITED STATES,UNITED STATES,Cotton equivalents,289439.93,1391.89
2013,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,4639239.14,23383.8298
2014,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,2399156.25,11140.1039
2015,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,1822080.31,11229.165
2016,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,1390147.15,7073.7218
2017,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,397938.4,1173.3192
2018,ARGENTINA,SANTA FE,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,2016895,15157.16
2018,ARGENTINA,SANTA FE,BUYANOR S A,BUYANOR S A,CHILE,CHILE,Cotton equivalents,310250.41,142.314
2018,ARGENTINA,SANTA FE,BUYANOR S A,BUYANOR S A,URUGUAY,URUGUAY,Cotton equivalents,45366.91,21.628
2016,ARGENTINA,SANTA FE,BUYATTI SAICA,BUYATTI SAICA,AUSTRALIA,AUSTRALIA,Cotton equivalents,139328.34,169.933331634
2016,ARGENTINA,SANTA FE,BUYATTI SAICA,BUYATTI SAICA,SINGAPORE,SINGAPORE,Cotton equivalents,289702,388.888885
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,AUSTRALIA,AUSTRALIA,Cotton equivalents,303816.84,341.88888547
2016,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,AUSTRALIA,AUSTRALIA,Cotton equivalents,116861.4,169.733331636
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,BRAZIL,BRAZIL,Cotton equivalents,699944.4,2058.67
2013,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHILE,CHILE,Cotton equivalents,162335.72,161.977776158
2014,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHILE,CHILE,Cotton equivalents,587866.36,2396.197776814
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHILE,CHILE,Cotton equivalents,49258.2,62.866666038
2016,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHILE,CHILE,Cotton equivalents,158354.08,194.799998052
2017,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHILE,CHILE,Cotton equivalents,161247.12,193.755553618
2014,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,429158.03,498.33332835
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,553295.53,1201.4862188
2016,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,292681.5,587.388
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,PARAGUAY,PARAGUAY,Cotton equivalents,500000,2500
2014,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,SINGAPORE,SINGAPORE,Cotton equivalents,59580.5,205.446
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,SINGAPORE,SINGAPORE,Cotton equivalents,197882,222.22222
2015,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,146841.5,506.352
2017,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,SPAIN,EUROPEAN UNION,Cotton equivalents,229855.6,442.024
2014,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,URUGUAY,URUGUAY,Cotton equivalents,221191.2,264.266664024
2016,ARGENTINA,SANTA FE,CARGILL SACI.,CARGILL,URUGUAY,URUGUAY,Cotton equivalents,931467.49,1890.756
2015,ARGENTINA,SANTA FE,CHAPERO A OMAR MARCOS Y EDUARDO S H,CHAPERO A OMAR MARCOS Y EDUARDO S H,URUGUAY,URUGUAY,Cotton equivalents,15017.84,114.64
2013,ARGENTINA,SANTA FE,INDAVERA MAURICIO,INDAVERA MAURICIO,URUGUAY,URUGUAY,Cotton equivalents,16500.9,87
2015,ARGENTINA,SANTA FE,LAS TACUARITAS MANDATARIA SOCIEDAD DE RESPONSABILIDAD L,LAS TACUARITAS MANDATARIA SOCIEDAD DE RESPONSABILIDAD L,URUGUAY,URUGUAY,Cotton equivalents,577799,4029
2016,ARGENTINA,SANTA FE,LAS TACUARITAS MANDATARIA SOCIEDAD DE RESPONSABILIDAD L,LAS TACUARITAS MANDATARIA SOCIEDAD DE RESPONSABILIDAD L,URUGUAY,URUGUAY,Cotton equivalents,287500,2300
2017,ARGENTINA,SANTA FE,LAS TACUARITAS MANDATARIA SOCIEDAD DE RESPONSABILIDAD L,LAS TACUARITAS MANDATARIA SOCIEDAD DE RESPONSABILIDAD L,URUGUAY,URUGUAY,Cotton equivalents,124755,998.04
2017,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,BRAZIL,BRAZIL,Cotton equivalents,32494.5,130.5
2014,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,CHILE,CHILE,Cotton equivalents,221866,923.561
2015,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,CHILE,CHILE,Cotton equivalents,71326.62,528.019
2018,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,CHILE,CHILE,Cotton equivalents,13500,60
2016,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,MOROCCO,MOROCCO,Cotton equivalents,59400,270
2017,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,OMAN,OMAN,Cotton equivalents,62904.64,296.72
2016,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,386227.19,1877.46
2016,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,TUNISIA,TUNISIA,Cotton equivalents,19491.48,74.68
2015,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,167892.42,793.32
2016,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,109670.72,567.68
2014,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,UNITED STATES,UNITED STATES,Cotton equivalents,26450,115
2015,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,UNITED STATES,UNITED STATES,Cotton equivalents,1442427.6,7092.23908061557
2016,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,UNITED STATES,UNITED STATES,Cotton equivalents,1316786.72,6164.86
2014,ARGENTINA,SANTA FE,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,URUGUAY,URUGUAY,Cotton equivalents,149794,734.306
2018,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,BRAZIL,BRAZIL,Cotton equivalents,649851.57,446.23
2015,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,159955.1,680.66
2015,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,COLOMBIA,COLOMBIA,Cotton equivalents,205661.8,885.94
2018,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,INDONESIA,INDONESIA,Cotton equivalents,681169.5,385
2015,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,208613.24,877
2015,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNITED STATES,UNITED STATES,Cotton equivalents,223418.06,948
2018,ARGENTINA,SANTA FE,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,URUGUAY,URUGUAY,Cotton equivalents,12963,87
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,AUSTRALIA,AUSTRALIA,Cotton equivalents,282884.38,318.33333015
2016,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,AUSTRALIA,AUSTRALIA,Cotton equivalents,437036.16,586.6666608
2014,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,18594.09,8.5294
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,160585.4,472.316
2013,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,76792.8,65.33333268
2014,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,96876.45,42.4834
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,32376,228
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,28200,120
2016,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,55930,235
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,59464.5,205.052
2017,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,56369.53,240
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,SINGAPORE,SINGAPORE,Cotton equivalents,195507.42,219.55555336
2016,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,SINGAPORE,SINGAPORE,Cotton equivalents,163706.45,219.755553358
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,118105,505
2016,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,434683.08,2013.48
2017,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,113845.52,466.58
2016,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cotton equivalents,205632,1008
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,61281.8,292.193
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,749798.2,3434.62476360056
2016,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,438078,2057
2013,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,86079.84,512.38
2014,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,124112,245.3333321
2015,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,76083.23,215.7338
2017,ARGENTINA,SANTA FE,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,42583.52,20.4892
2016,ARGENTINA,SANTA FE,VICENTIN SAIC.,VICENTIN,PARAGUAY,PARAGUAY,Cotton equivalents,168750,1350
2017,ARGENTINA,SANTA FE,VICENTIN SAIC.,VICENTIN,PARAGUAY,PARAGUAY,Cotton equivalents,599982,3999.88
2018,ARGENTINA,SANTA FE,VICENTIN SAIC.,VICENTIN,PARAGUAY,PARAGUAY,Cotton equivalents,37500,300
2016,ARGENTINA,SANTA FE,VICENTIN SAIC.,VICENTIN,URUGUAY,URUGUAY,Cotton equivalents,121642.5,973.14
2017,ARGENTINA,SANTA FE,VICENTIN SAIC.,VICENTIN,URUGUAY,URUGUAY,Cotton equivalents,125000,1000
2017,ARGENTINA,TUCUMAN,H J HERRERA S R L,H J HERRERA S R L,PARAGUAY,PARAGUAY,Cotton equivalents,22152,15.6
2018,ARGENTINA,TUCUMAN,H J HERRERA S R L,H J HERRERA S R L,PARAGUAY,PARAGUAY,Cotton equivalents,22152,15.6
