YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,SHRIMP_EQUIVALENT_TONNES
2017,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,TAIWAN,TAIWAN,Shrimp equivalents,778306.91,115.992
2013,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,THAILAND,THAILAND,Shrimp equivalents,638251.2,81.6
2015,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,THAILAND,THAILAND,Shrimp equivalents,197838,33.3
2013,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,UKRAINE,UKRAINE,Shrimp equivalents,842916,164.196
2014,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,UKRAINE,UKRAINE,Shrimp equivalents,86394,16.008
2013,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,331044,58.008
2017,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,UNITED STATES,UNITED STATES,Shrimp equivalents,501600,59.952
2013,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,VIETNAM,VIETNAM,Shrimp equivalents,525000,72
2014,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,VIETNAM,VIETNAM,Shrimp equivalents,681600,96
2017,ARGENTINA,MAR DEL PLATA,PEDRO MOSCUZZA E HIJOS S.A. X,PEDRO MOSCUZZA E HIJOS S.A. X,VIETNAM,VIETNAM,Shrimp equivalents,315120,48
2017,ARGENTINA,MAR DEL PLATA,PESCASOL S.A.,PESCASOL S.A.,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,42000,6
2013,ARGENTINA,MAR DEL PLATA,PESCASOL S.A.,PESCASOL S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,42792,10.656
2013,ARGENTINA,MAR DEL PLATA,PESCASOL S.A.,PESCASOL S.A.,UKRAINE,UKRAINE,Shrimp equivalents,11550,1.5
2017,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,16032,2.004
2017,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,JAPAN,JAPAN,Shrimp equivalents,50040,7.2
2017,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,LEBANON,LEBANON,Shrimp equivalents,33526.8,5.004
2015,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,33528,5.004
2017,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,70056,10.08
2013,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,THAILAND,THAILAND,Shrimp equivalents,1812,0.24
2017,ARGENTINA,MAR DEL PLATA,PESQUERA COMERCIAL S.A.,PESQUERA COMERCIAL S.A.,UKRAINE,UKRAINE,Shrimp equivalents,6673.2,0.996
2017,ARGENTINA,MAR DEL PLATA,PESQUERA GEMINIS S A,PESQUERA GEMINIS S A,UKRAINE,UKRAINE,Shrimp equivalents,91528.8,10.92
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,CANADA,CANADA,Shrimp equivalents,153632.58,25.74246
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,3573187.99,699.246
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,GUATEMALA,GUATEMALA,Shrimp equivalents,144072,24.012
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,PARAGUAY,PARAGUAY,Shrimp equivalents,33930,5.004
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,THAILAND,THAILAND,Shrimp equivalents,536652,91.2036923076923
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,UNITED STATES,UNITED STATES,Shrimp equivalents,1012523.1,209.589002307692
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,URUGUAY,URUGUAY,Shrimp equivalents,82725,11.03
2017,ARGENTINA,MAR DEL PLATA,PESQUERA MAR CHIQUITA S A,PESQUERA MAR CHIQUITA S A,VIETNAM,VIETNAM,Shrimp equivalents,5815066.4,1107.44076923077
2017,ARGENTINA,MAR DEL PLATA,PESQUERA QUEQUEN S A,PESQUERA QUEQUEN S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,950340,168
2017,ARGENTINA,MAR DEL PLATA,PESQUERA QUEQUEN S A,PESQUERA QUEQUEN S A,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,406385.88,72
2017,ARGENTINA,MAR DEL PLATA,PESQUERA QUEQUEN S A,PESQUERA QUEQUEN S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,9758919.74,1658.62692461538
2015,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,61382.4,9.6
2013,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,429186,47.76
2015,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,155529.6,24
2017,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,159600,24
2014,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,ITALY,EUROPEAN UNION,Shrimp equivalents,509383.2,67.92
2015,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,ITALY,EUROPEAN UNION,Shrimp equivalents,171943.2,22.32
2017,ARGENTINA,MAR DEL PLATA,PESQUERA VERAZ S A,PESQUERA VERAZ S A,JAPAN,JAPAN,Shrimp equivalents,670785.61,174.528
2017,ARGENTINA,MAR DEL PLATA,PESQUERIA DEL ATLANTICO S A,PESQUERIA DEL ATLANTICO S A,URUGUAY,URUGUAY,Shrimp equivalents,628410.61,89.988
2014,ARGENTINA,MAR DEL PLATA,PORTO BELLO S A,PORTO BELLO S A,EGYPT,EGYPT,Shrimp equivalents,100030.2,72
2014,ARGENTINA,MAR DEL PLATA,PROYECTOS DEL MAR S R L,PROYECTOS DEL MAR S R L,UNITED STATES,UNITED STATES,Shrimp equivalents,843789.67,125.33562
2017,ARGENTINA,MAR DEL PLATA,PROYECTOS DEL MAR S R L,PROYECTOS DEL MAR S R L,UNITED STATES,UNITED STATES,Shrimp equivalents,20.43,0.00454
2017,ARGENTINA,MAR DEL PLATA,PYDA SOCIEDAD ANONIMA,PYDA SOCIEDAD ANONIMA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,127148.1,42.767
2014,ARGENTINA,MAR DEL PLATA,PYDA SOCIEDAD ANONIMA,PYDA SOCIEDAD ANONIMA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,252812,49.6705714285714
2015,ARGENTINA,MAR DEL PLATA,PYDA SOCIEDAD ANONIMA,PYDA SOCIEDAD ANONIMA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,34281,7.618
2017,ARGENTINA,MAR DEL PLATA,PYDA SOCIEDAD ANONIMA,PYDA SOCIEDAD ANONIMA,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,32064.3,13.941
2017,ARGENTINA,MAR DEL PLATA,PYDA SOCIEDAD ANONIMA,PYDA SOCIEDAD ANONIMA,VIETNAM,VIETNAM,Shrimp equivalents,79209.9,24.003
2015,ARGENTINA,MAR DEL PLATA,STYLUS S.A. X,STYLUS S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,243675,48.735
2014,ARGENTINA,MAR DEL PLATA,STYLUS S.A. X,STYLUS S.A. X,PERU,PERU,Shrimp equivalents,170035,30.005
2014,ARGENTINA,MAR DEL PLATA,STYLUS S.A. X,STYLUS S.A. X,THAILAND,THAILAND,Shrimp equivalents,120675,20.76
2014,ARGENTINA,MAR DEL PLATA,STYLUS S.A. X,STYLUS S.A. X,VIETNAM,VIETNAM,Shrimp equivalents,48075,9.615
2017,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,ALBANIA,ALBANIA,Shrimp equivalents,114253.2,27
2017,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,CHILE,CHILE,Shrimp equivalents,216844.2,52.092
2017,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2636737.79,590.91
2017,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,PERU,PERU,Shrimp equivalents,845420.4,194.843076923077
2015,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,119970,23.994
2017,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,SPAIN,EUROPEAN UNION,Shrimp equivalents,110700,27
2013,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,THAILAND,THAILAND,Shrimp equivalents,142350,23.55
2014,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,THAILAND,THAILAND,Shrimp equivalents,1084547.25,343.113
2015,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,THAILAND,THAILAND,Shrimp equivalents,256635,47.09
2013,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,UNITED STATES,UNITED STATES,Shrimp equivalents,337081.57,50.47934
2014,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,UNITED STATES,UNITED STATES,Shrimp equivalents,955897.46,214.91854
2015,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,UNITED STATES,UNITED STATES,Shrimp equivalents,319143.39,52.04607
2013,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,VIETNAM,VIETNAM,Shrimp equivalents,134186.4,23.0154
2014,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,VIETNAM,VIETNAM,Shrimp equivalents,77814,14.382
2015,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,VIETNAM,VIETNAM,Shrimp equivalents,119970,23.994
2017,ARGENTINA,MAR DEL PLATA,SUR TRADE SA,SUR TRADE SA,VIETNAM,VIETNAM,Shrimp equivalents,139651.2,26.856
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,90402.4,20.408
2015,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,721920,120
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,DENMARK,EUROPEAN UNION,Shrimp equivalents,130177.32,22.008
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,ITALY,EUROPEAN UNION,Shrimp equivalents,1200029.75,237.696
2014,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,ITALY,EUROPEAN UNION,Shrimp equivalents,253721.04,48
2015,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,ITALY,EUROPEAN UNION,Shrimp equivalents,225246,55.536
2017,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,ITALY,EUROPEAN UNION,Shrimp equivalents,357209.53,48
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,JAPAN,JAPAN,Shrimp equivalents,318682.56,64.632
2015,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,JAPAN,JAPAN,Shrimp equivalents,806196,150
2017,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,JAPAN,JAPAN,Shrimp equivalents,146328,21.84
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,713973,160.716
2017,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,136800,24
2014,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,94875,22.5
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,97200,24
2014,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,1278082.2,291.024
2015,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,122400,24
2015,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,TAIWAN,TAIWAN,Shrimp equivalents,150600,24
2013,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,THAILAND,THAILAND,Shrimp equivalents,729785.16,190.5
2015,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,VIETNAM,VIETNAM,Shrimp equivalents,425750.17,72
2017,ARGENTINA,MAR DEL PLATA,TATURIELLO S A,TATURIELLO S A,VIETNAM,VIETNAM,Shrimp equivalents,834194.02,123.264
2014,ARGENTINA,MAR DEL PLATA,TRAWELUWN S A EN FORMACION,TRAWELUWN S A EN FORMACION,PARAGUAY,PARAGUAY,Shrimp equivalents,13153.2,2
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Shrimp equivalents,879278.4,168.168
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CANADA,CANADA,Shrimp equivalents,238560.47,34.91498
2013,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,192000,24
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,175680,21.96
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,85063.2,10.008
2013,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,333000,45.1711711711712
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,207360,24
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1753292.41,264.600185185185
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,6627581.86,1079.60492307692
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,DENMARK,EUROPEAN UNION,Shrimp equivalents,303093,62.028
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,DENMARK,EUROPEAN UNION,Shrimp equivalents,135117.36,20.916
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,GERMANY,EUROPEAN UNION,Shrimp equivalents,82825.8,13.6715
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,GREECE,EUROPEAN UNION,Shrimp equivalents,92414.4,15.804
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,INDONESIA,INDONESIA,Shrimp equivalents,20,0.02
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,IRELAND,EUROPEAN UNION,Shrimp equivalents,72000,9
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,Shrimp equivalents,1703058.56,211.936
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,Shrimp equivalents,1907803.05,452.434861513688
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,ITALY,EUROPEAN UNION,Shrimp equivalents,2827079.4,398.734076923077
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Shrimp equivalents,123052.8,21.216
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Shrimp equivalents,1676266.79,241.619076923077
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,KUWAIT,KUWAIT,Shrimp equivalents,156078,24.012
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,NETHERLANDS,EUROPEAN UNION,Shrimp equivalents,165096,24
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,NEW ZEALAND,NEW ZEALAND,Shrimp equivalents,79452.72,12.008
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,PERU,PERU,Shrimp equivalents,543180.8,92.544
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,134484,24
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,33321.64,5.004
2013,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,301350,49.64
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,70056,10.008
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,432866.41,69.304
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,161191.2,21.6
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Shrimp equivalents,156758.4,47.736
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Shrimp equivalents,564180,95.94
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Shrimp equivalents,1841366.05,289.554055384615
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,SWITZERLAND,SWITZERLAND,Shrimp equivalents,49200,7.92270531400966
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,THAILAND,THAILAND,Shrimp equivalents,244766.88,46.886
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,THAILAND,THAILAND,Shrimp equivalents,211386,39.568
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,UKRAINE,UKRAINE,Shrimp equivalents,2400,16.008
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,225356,32.0332307692308
2014,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Shrimp equivalents,557299.8,184.89531
2015,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Shrimp equivalents,1348286.21,245.525504927536
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Shrimp equivalents,825919.35,104.17719
2017,ARGENTINA,MAR DEL PLATA,UNKNOWN,UNKNOWN,VIETNAM,VIETNAM,Shrimp equivalents,882657.39,145.656
2015,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,CANADA,CANADA,Shrimp equivalents,102947.92,15.9894
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,CANADA,CANADA,Shrimp equivalents,88034.41,10.31884
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,247158,44.28
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,DENMARK,EUROPEAN UNION,Shrimp equivalents,158691.84,23.964
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,GUATEMALA,GUATEMALA,Shrimp equivalents,256908.6,43.916
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,PERU,PERU,Shrimp equivalents,3175121.13,549.816
2015,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,230,0.02
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,THAILAND,THAILAND,Shrimp equivalents,3562749.89,608.834
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,UNITED STATES,UNITED STATES,Shrimp equivalents,7680298.76,1549.90518923077
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,URUGUAY,URUGUAY,Shrimp equivalents,123385.64,15.6492
2017,ARGENTINA,MAR DEL PLATA,VEPEZ S A,VEPEZ S A,VIETNAM,VIETNAM,Shrimp equivalents,103684,21.16
2014,ARGENTINA,MAR DEL PLATA,VULCAMOIA MAR DEL PLATA S.A.,VULCAMOIA MAR DEL PLATA S.A.,JAMAICA,JAMAICA,Shrimp equivalents,172800,24
2015,ARGENTINA,MAR DEL PLATA,VULCAMOIA MAR DEL PLATA S.A.,VULCAMOIA MAR DEL PLATA S.A.,MOROCCO,MOROCCO,Shrimp equivalents,2250,0.25
2014,ARGENTINA,MAR DEL PLATA,VULCAMOIA MAR DEL PLATA S.A.,VULCAMOIA MAR DEL PLATA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,154848,23.064
2014,ARGENTINA,MAR DEL PLATA,VULCAMOIA MAR DEL PLATA S.A.,VULCAMOIA MAR DEL PLATA S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,59896.07,8.57304
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,ALGERIA,ALGERIA,Shrimp equivalents,269889.65,40.824
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,BRAZIL,BRAZIL,Shrimp equivalents,530803.45,76.188
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,258820.32,50.544
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,ITALY,EUROPEAN UNION,Shrimp equivalents,1563631.03,221.568
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,JAPAN,JAPAN,Shrimp equivalents,1618543.21,235.055
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,LEBANON,LEBANON,Shrimp equivalents,67294.5,10.5
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,NEW ZEALAND,NEW ZEALAND,Shrimp equivalents,167880,24
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,NORWAY,NORWAY,Shrimp equivalents,216001.52,31.13525
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,159744,24
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,SPAIN,EUROPEAN UNION,Shrimp equivalents,1908000.26,273.072
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,UNITED KINGDOM,EUROPEAN UNION,Shrimp equivalents,146503.81,21.84
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,URUGUAY,URUGUAY,Shrimp equivalents,1368045.2,215.642
2017,ARGENTINA,MAR DEL PLATA,XEITOSINO S A,XEITOSINO S A,VIETNAM,VIETNAM,Shrimp equivalents,163833.25,25
2015,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,CANADA,CANADA,Shrimp equivalents,53747.92,8.18832
2015,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,479520,95.904
2014,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,GERMANY,EUROPEAN UNION,Shrimp equivalents,121800,21
2015,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,GERMANY,EUROPEAN UNION,Shrimp equivalents,136584,38.016
2015,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,INDIA,INDIA,Shrimp equivalents,320886,71.988
2014,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,121800,21
2015,ARGENTINA,MAR DEL PLATA,YUKEN S.A.,YUKEN S.A.,UNITED STATES,UNITED STATES,Shrimp equivalents,59510.88,9.15552
2013,ARGENTINA,PUERTO DESEADO,ARBUMASA SA.,ARBUMASA SA.,BELGIUM,EUROPEAN UNION,Shrimp equivalents,312900,42
2013,ARGENTINA,PUERTO DESEADO,ARBUMASA SA.,ARBUMASA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,60558,10.08
2015,ARGENTINA,PUERTO DESEADO,ARBUMASA SA.,ARBUMASA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,129870,22.2
2017,ARGENTINA,PUERTO DESEADO,ARBUMASA SA.,ARBUMASA SA.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,311220,48
2013,ARGENTINA,PUERTO DESEADO,ARBUMASA SA.,ARBUMASA SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2121582,285.144
